subject	blocknum	blocktype	preDT	trialnum	trialtype	congruency	response	correct	latency	stimulusnumber1	Mcorrect	RelTrial	RunType
1	12	2	0	4	0	0	47	1	1027	1	1	1	0
1	12	2	0	5	0	0	47	1	605	1	1	1	0
1	12	2	0	6	0	0	49	1	576	1	1	1	0
1	12	2	0	7	0	0	47	1	740	1	1	1	0
1	12	2	0	8	0	1	49	1	677	1	1	1	0
1	12	2	0	9	0	1	49	1	494	1	1	1	0
1	12	2	0	10	0	1	47	1	614	1	1	1	0
1	12	2	0	11	0	1	47	1	772	1	1	1	0
1	12	2	0	12	0	0	49	1	613	1	1	1	0
1	12	2	0	13	0	1	47	1	1107	1	1	1	0
1	12	2	0	14	0	1	49	1	666	1	1	1	0
1	12	2	0	15	0	0	49	1	780	1	1	1	0
1	12	2	0	16	1	666	47	1	789	1	1	0	0
1	18	2	0	4	0	1	47	1	936	1	1	1	0
1	18	2	0	5	0	0	49	1	718	1	1	1	0
1	18	2	0	6	0	0	47	1	1115	1	1	1	0
1	18	2	0	7	0	1	49	1	506	1	1	1	0
1	18	2	0	8	0	1	49	1	549	1	1	1	0
1	18	2	0	9	0	0	49	0	420	1	1	1	0
1	18	2	0	11	0	1	47	1	596	1	1	1	0
1	18	2	0	12	0	1	47	1	652	1	1	1	0
1	18	2	0	13	0	1	49	1	411	1	1	1	0
1	18	2	0	14	0	0	49	1	753	1	1	1	0
1	18	2	0	15	0	0	47	1	444	1	1	1	0
1	18	2	0	16	0	0	49	1	811	1	1	1	0
1	18	2	0	17	1	666	47	1	869	1	1	0	0
1	25	2	0	4	0	0	49	1	701	1	1	1	0
1	25	2	0	5	0	1	49	1	988	1	1	1	0
1	25	2	0	6	0	0	47	1	598	1	1	1	0
1	25	2	0	7	0	0	47	1	789	1	1	1	0
1	25	2	0	8	0	1	47	1	1330	1	1	1	0
1	25	2	0	9	0	1	49	1	820	1	1	1	0
1	25	2	0	10	0	1	49	1	718	1	1	1	0
1	25	2	0	11	0	1	47	1	652	1	1	1	0
1	25	2	0	12	0	1	47	1	571	1	1	1	0
1	25	2	0	13	0	0	47	1	748	1	1	1	0
1	25	2	0	14	0	0	49	1	544	1	1	1	0
1	25	2	0	15	0	0	49	1	595	1	1	1	0
1	25	2	0	16	1	666	49	1	1267	1	1	0	0
1	34	2	0	4	0	1	47	1	778	1	1	1	0
1	34	2	0	5	0	0	49	1	828	1	1	1	0
1	34	2	0	6	0	1	49	1	609	1	1	1	0
1	34	2	0	7	0	0	49	1	580	1	1	1	0
1	34	2	0	8	0	0	47	1	657	1	1	1	0
1	34	2	0	9	0	0	49	1	527	1	1	1	0
1	34	2	0	10	0	1	49	1	552	1	1	1	0
1	34	2	0	11	0	0	47	1	631	1	1	1	0
1	34	2	0	12	0	1	49	1	759	1	1	1	0
1	34	2	0	13	0	1	47	1	686	1	1	1	0
1	34	2	0	14	0	1	47	1	610	1	1	1	0
1	34	2	0	15	0	0	47	1	629	1	1	1	0
1	34	2	0	16	1	666	47	1	1326	1	1	0	0
1	40	2	0	4	0	1	47	1	740	1	1	1	0
1	40	2	0	5	0	1	49	1	501	1	1	1	0
1	40	2	0	6	0	1	49	1	552	1	1	1	0
1	40	2	0	7	0	0	49	1	534	1	1	1	0
1	40	2	0	8	0	1	47	1	786	1	1	1	0
1	40	2	0	9	0	0	47	1	831	1	1	1	0
1	40	2	0	10	0	0	49	1	500	1	1	1	0
1	40	2	0	11	0	1	49	1	599	1	1	1	0
1	40	2	0	12	0	0	47	1	455	1	1	1	0
1	40	2	0	13	0	0	49	1	557	1	1	1	0
1	40	2	0	14	0	1	47	1	596	1	1	1	0
1	40	2	0	15	0	0	47	1	732	1	1	1	0
1	40	2	0	16	1	666	49	1	708	1	1	0	0
1	47	2	0	4	0	0	47	1	852	1	1	1	0
1	47	2	0	5	0	1	49	1	567	1	1	1	0
1	47	2	0	6	0	0	47	1	593	1	1	1	0
1	47	2	0	7	0	1	49	0	1417	1	1	1	0
1	47	2	0	9	0	1	49	1	772	1	1	1	0
1	47	2	0	10	0	1	47	1	798	1	1	1	0
1	47	2	0	11	0	1	47	1	837	1	1	1	0
1	47	2	0	12	0	0	49	1	694	1	1	1	0
1	47	2	0	13	0	0	47	1	557	1	1	1	0
1	47	2	0	14	0	1	49	1	476	1	1	1	0
1	47	2	0	15	0	0	49	1	481	1	1	1	0
1	47	2	0	16	0	0	49	1	502	1	1	1	0
1	47	2	0	17	1	666	47	1	1040	1	1	0	0
1	56	2	0	4	0	1	49	1	517	1	1	1	0
1	56	2	0	5	0	1	49	1	667	1	1	1	0
1	56	2	0	6	0	0	47	1	469	1	1	1	0
1	56	2	0	7	0	0	49	1	623	1	1	1	0
1	56	2	0	8	0	1	47	1	644	1	1	1	0
1	56	2	0	9	0	1	47	1	608	1	1	1	0
1	56	2	0	10	0	0	49	1	539	1	1	1	0
1	56	2	0	11	0	1	49	1	590	1	1	1	0
1	56	2	0	12	0	0	47	1	638	1	1	1	0
1	56	2	0	13	0	1	47	1	639	1	1	1	0
1	56	2	0	14	0	0	47	1	794	1	1	1	0
1	56	2	0	15	0	0	49	1	434	1	1	1	0
1	56	2	0	16	1	666	47	1	582	1	1	0	0
1	10	0	0	3	1	666	49	1	746	1	1	0	1
1	21	0	0	3	1	666	47	1	874	1	1	0	1
1	27	0	0	3	1	666	47	0	894	1	0	0	1
1	35	0	0	3	1	666	47	1	833	1	1	0	1
1	37	0	0	3	1	666	47	1	580	1	1	0	1
1	46	0	0	3	1	666	49	1	1092	1	1	0	1
1	54	0	0	3	1	666	47	1	909	1	1	0	1
1	9	1	0	5	0	1	47	1	997	1	1	1	2
1	9	1	0	6	0	0	47	1	809	1	1	1	2
1	9	1	0	7	0	1	49	1	787	1	1	1	2
1	9	1	0	8	0	1	49	1	992	1	1	1	2
1	9	1	0	9	0	0	49	1	716	1	1	1	2
1	9	1	0	10	0	1	47	1	498	1	1	1	2
1	9	1	0	11	0	0	49	1	917	1	1	1	2
1	9	1	0	12	0	1	49	1	487	1	1	1	2
1	9	1	0	13	0	0	49	1	447	1	1	1	2
1	9	1	0	14	0	1	47	1	509	1	1	1	2
1	9	1	0	15	0	0	47	1	675	1	1	1	2
1	9	1	0	16	0	0	47	1	677	1	1	1	2
1	9	1	0	17	1	666	47	1	887	1	1	0	2
1	16	1	0	5	0	0	47	1	717	1	1	1	2
1	16	1	0	6	0	0	49	1	851	1	1	1	2
1	16	1	0	7	0	1	47	1	630	1	1	1	2
1	16	1	0	8	0	0	49	1	527	1	1	1	2
1	16	1	0	9	0	0	47	1	503	1	1	1	2
1	16	1	0	10	0	0	49	1	730	1	1	1	2
1	16	1	0	11	0	1	49	1	963	1	1	1	2
1	16	1	0	12	0	0	47	1	902	1	1	1	2
1	16	1	0	13	0	1	49	1	629	1	1	1	2
1	16	1	0	14	0	1	49	1	494	1	1	1	2
1	16	1	0	15	0	1	47	1	590	1	1	1	2
1	16	1	0	16	0	1	47	1	766	1	1	1	2
1	16	1	0	17	1	666	47	1	1388	1	1	0	2
1	24	1	0	5	0	1	47	1	1230	1	1	1	2
1	24	1	0	6	0	1	47	1	752	1	1	1	2
1	24	1	0	7	0	0	49	1	731	1	1	1	2
1	24	1	0	8	0	1	49	1	948	1	1	1	2
1	24	1	0	9	0	0	47	1	596	1	1	1	2
1	24	1	0	10	0	1	47	1	564	1	1	1	2
1	24	1	0	11	0	1	49	1	885	1	1	1	2
1	24	1	0	12	0	0	47	1	890	1	1	1	2
1	24	1	0	13	0	1	49	1	534	1	1	1	2
1	24	1	0	14	0	0	49	1	610	1	1	1	2
1	24	1	0	15	0	0	47	1	725	1	1	1	2
1	24	1	0	16	0	0	49	1	562	1	1	1	2
1	24	1	0	17	1	666	49	1	1084	1	1	0	2
1	32	1	0	5	0	0	49	1	665	1	1	1	2
1	32	1	0	6	0	0	47	1	427	1	1	1	2
1	32	1	0	7	0	1	49	1	636	1	1	1	2
1	32	1	0	8	0	1	49	1	604	1	1	1	2
1	32	1	0	9	0	1	47	1	927	1	1	1	2
1	32	1	0	10	0	1	47	1	692	1	1	1	2
1	32	1	0	11	0	0	49	1	460	1	1	1	2
1	32	1	0	12	0	0	49	1	886	1	1	1	2
1	32	1	0	13	0	0	47	1	858	1	1	1	2
1	32	1	0	14	0	1	49	1	526	1	1	1	2
1	32	1	0	15	0	1	47	1	479	1	1	1	2
1	32	1	0	16	0	0	47	1	539	1	1	1	2
1	32	1	0	17	1	666	49	1	1263	1	1	0	2
1	38	1	0	5	0	1	47	1	1089	1	0	1	2
1	38	1	0	6	0	0	49	1	506	1	0	1	2
1	38	1	0	7	0	0	47	1	573	1	0	1	2
1	38	1	0	8	0	0	47	1	582	1	0	1	2
1	38	1	0	9	0	0	49	1	515	1	0	1	2
1	38	1	0	10	0	1	47	1	633	1	0	1	2
1	38	1	0	11	0	1	49	1	449	1	0	1	2
1	38	1	0	12	0	1	47	1	640	1	0	1	2
1	38	1	0	13	0	0	49	1	436	1	0	1	2
1	38	1	0	14	0	1	49	1	528	1	0	1	2
1	38	1	0	15	0	0	47	1	513	1	0	1	2
1	38	1	0	16	0	1	49	1	502	1	0	1	2
1	38	1	0	17	1	666	47	0	1457	1	0	0	2
1	45	1	0	5	0	1	47	1	870	1	1	1	2
1	45	1	0	6	0	1	49	1	628	1	1	1	2
1	45	1	0	7	0	1	47	1	709	1	1	1	2
1	45	1	0	8	0	0	49	1	760	1	1	1	2
1	45	1	0	9	0	1	49	1	622	1	1	1	2
1	45	1	0	10	0	1	49	1	524	1	1	1	2
1	45	1	0	11	0	0	47	1	517	1	1	1	2
1	45	1	0	12	0	1	47	1	658	1	1	1	2
1	45	1	0	13	0	0	49	1	577	1	1	1	2
1	45	1	0	14	0	0	47	1	502	1	1	1	2
1	45	1	0	15	0	0	47	1	513	1	1	1	2
1	45	1	0	16	0	0	49	1	734	1	1	1	2
1	45	1	0	17	1	666	47	1	1119	1	1	0	2
1	55	1	0	5	0	1	49	0	912	1	1	1	2
1	55	1	0	7	0	1	47	1	634	1	1	1	2
1	55	1	0	8	0	1	49	1	539	1	1	1	2
1	55	1	0	9	0	0	49	1	599	1	1	1	2
1	55	1	0	10	0	1	49	1	470	1	1	1	2
1	55	1	0	11	0	0	47	1	571	1	1	1	2
1	55	1	0	12	0	0	49	1	645	1	1	1	2
1	55	1	0	13	0	1	47	1	769	1	1	1	2
1	55	1	0	14	0	1	49	1	650	1	1	1	2
1	55	1	0	15	0	0	47	1	598	1	1	1	2
1	55	1	0	16	0	0	49	1	509	1	1	1	2
1	55	1	0	17	0	0	47	1	619	1	1	1	2
1	55	1	0	18	1	666	49	1	913	1	1	0	2
1	13	2	4	3	0	1	49	1	826	1	1	0	0
1	13	2	4	4	0	1	47	1	951	1	1	0	0
1	13	2	4	5	0	0	47	1	587	1	1	0	0
1	13	2	4	6	0	0	49	1	458	1	1	0	0
1	13	2	4	8	0	1	47	1	1025	1	1	1	0
1	13	2	4	9	0	0	49	1	907	1	1	1	0
1	13	2	4	10	0	1	47	1	1034	1	1	1	0
1	13	2	4	11	0	1	49	1	568	1	1	1	0
1	13	2	4	12	0	0	49	1	505	1	1	1	0
1	13	2	4	13	0	0	49	1	540	1	1	1	0
1	13	2	4	14	0	0	47	1	744	1	1	1	0
1	13	2	4	15	0	1	49	1	563	1	1	1	0
1	13	2	4	16	0	0	47	1	1637	1	1	1	0
1	13	2	4	17	0	1	47	1	604	1	1	1	0
1	13	2	4	18	0	1	49	1	798	1	1	1	0
1	13	2	4	19	0	0	47	1	1166	1	1	1	0
1	13	2	4	20	1	666	49	1	777	1	1	0	0
1	19	2	4	3	0	0	47	1	847	1	0	0	0
1	19	2	4	4	0	1	47	1	874	1	0	0	0
1	19	2	4	5	0	1	49	1	475	1	0	0	0
1	19	2	4	6	0	0	49	1	440	1	0	0	0
1	19	2	4	8	0	1	47	1	786	1	0	1	0
1	19	2	4	9	0	1	49	1	647	1	0	1	0
1	19	2	4	10	0	1	49	1	538	1	0	1	0
1	19	2	4	11	0	1	47	1	1078	1	0	1	0
1	19	2	4	12	0	0	49	1	860	1	0	1	0
1	19	2	4	13	0	0	47	1	1067	1	0	1	0
1	19	2	4	14	0	0	49	1	702	1	0	1	0
1	19	2	4	15	0	0	49	1	534	1	0	1	0
1	19	2	4	16	0	0	47	1	494	1	0	1	0
1	19	2	4	17	0	1	49	1	510	1	0	1	0
1	19	2	4	18	0	1	47	1	620	1	0	1	0
1	19	2	4	19	0	0	47	1	618	1	0	1	0
1	19	2	4	20	1	666	49	0	1447	1	0	0	0
1	23	2	4	3	0	0	47	1	984	1	1	0	0
1	23	2	4	4	0	0	49	1	666	1	1	0	0
1	23	2	4	5	0	1	47	1	971	1	1	0	0
1	23	2	4	6	0	1	49	1	410	1	1	0	0
1	23	2	4	8	0	0	49	1	751	1	1	1	0
1	23	2	4	9	0	0	49	1	562	1	1	1	0
1	23	2	4	10	0	1	47	1	724	1	1	1	0
1	23	2	4	11	0	0	47	1	713	1	1	1	0
1	23	2	4	12	0	1	49	1	524	1	1	1	0
1	23	2	4	13	0	0	47	1	717	1	1	1	0
1	23	2	4	14	0	0	47	1	554	1	1	1	0
1	23	2	4	15	0	1	49	1	521	1	1	1	0
1	23	2	4	16	0	1	49	1	706	1	1	1	0
1	23	2	4	17	0	1	47	1	532	1	1	1	0
1	23	2	4	18	0	1	47	1	589	1	1	1	0
1	23	2	4	19	0	0	49	1	621	1	1	1	0
1	23	2	4	20	1	666	47	1	938	1	1	0	0
1	33	2	4	3	0	0	49	0	715	1	0	0	0
1	33	2	4	5	0	1	47	1	517	1	0	0	0
1	33	2	4	6	0	1	49	1	707	1	0	0	0
1	33	2	4	7	0	0	49	1	493	1	0	0	0
1	33	2	4	9	0	0	49	1	807	1	0	1	0
1	33	2	4	10	0	1	49	1	582	1	0	1	0
1	33	2	4	11	0	1	49	1	539	1	0	1	0
1	33	2	4	12	0	0	47	1	679	1	0	1	0
1	33	2	4	13	0	1	47	1	1043	1	0	1	0
1	33	2	4	14	0	1	47	1	500	1	0	1	0
1	33	2	4	15	0	0	47	1	558	1	0	1	0
1	33	2	4	16	0	1	49	1	589	1	0	1	0
1	33	2	4	17	0	0	49	1	589	1	0	1	0
1	33	2	4	18	0	0	47	1	452	1	0	1	0
1	33	2	4	19	0	1	47	1	547	1	0	1	0
1	33	2	4	20	0	0	47	0	458	1	0	1	0
1	33	2	4	22	1	666	47	0	812	1	0	0	0
1	41	2	4	3	0	0	49	1	539	1	1	0	0
1	41	2	4	4	0	1	49	1	535	1	1	0	0
1	41	2	4	5	0	1	47	1	554	1	1	0	0
1	41	2	4	6	0	0	47	1	649	1	1	0	0
1	41	2	4	8	0	0	47	1	558	1	1	1	0
1	41	2	4	9	0	0	47	1	589	1	1	1	0
1	41	2	4	10	0	0	49	1	420	1	1	1	0
1	41	2	4	11	0	1	49	1	533	1	1	1	0
1	41	2	4	12	0	0	49	1	446	1	1	1	0
1	41	2	4	13	0	0	47	1	525	1	1	1	0
1	41	2	4	14	0	1	49	1	958	1	1	1	0
1	41	2	4	15	0	1	47	1	577	1	1	1	0
1	41	2	4	16	0	1	47	1	526	1	1	1	0
1	41	2	4	17	0	0	49	1	526	1	1	1	0
1	41	2	4	18	0	1	47	1	511	1	1	1	0
1	41	2	4	19	0	1	49	1	541	1	1	1	0
1	41	2	4	20	1	666	49	1	1657	1	1	0	0
1	48	2	4	3	0	0	49	0	787	1	1	0	0
1	48	2	4	5	0	0	49	1	743	1	1	0	0
1	48	2	4	6	0	1	47	1	683	1	1	0	0
1	48	2	4	7	0	1	49	1	503	1	1	0	0
1	48	2	4	9	0	1	49	1	564	1	1	1	0
1	48	2	4	10	0	0	49	1	597	1	1	1	0
1	48	2	4	11	0	1	49	1	477	1	1	1	0
1	48	2	4	12	0	0	47	1	586	1	1	1	0
1	48	2	4	13	0	1	49	1	826	1	1	1	0
1	48	2	4	14	0	0	49	1	519	1	1	1	0
1	48	2	4	15	0	0	47	1	597	1	1	1	0
1	48	2	4	16	0	1	47	1	685	1	1	1	0
1	48	2	4	17	0	1	47	1	537	1	1	1	0
1	48	2	4	18	0	1	47	1	453	1	1	1	0
1	48	2	4	19	0	0	47	1	580	1	1	1	0
1	48	2	4	20	0	0	49	1	592	1	1	1	0
1	48	2	4	21	1	666	47	1	728	1	1	0	0
1	52	2	4	3	0	1	47	1	893	1	0	0	0
1	52	2	4	4	0	0	49	1	658	1	0	0	0
1	52	2	4	5	0	1	49	1	544	1	0	0	0
1	52	2	4	6	0	0	47	1	476	1	0	0	0
1	52	2	4	8	0	0	47	1	960	1	0	1	0
1	52	2	4	9	0	0	47	1	531	1	0	1	0
1	52	2	4	10	0	1	49	1	476	1	0	1	0
1	52	2	4	11	0	1	47	1	497	1	0	1	0
1	52	2	4	12	0	1	47	1	492	1	0	1	0
1	52	2	4	13	0	0	49	1	588	1	0	1	0
1	52	2	4	14	0	1	49	1	619	1	0	1	0
1	52	2	4	15	0	1	49	1	465	1	0	1	0
1	52	2	4	16	0	0	47	1	747	1	0	1	0
1	52	2	4	17	0	0	49	1	534	1	0	1	0
1	52	2	4	18	0	1	47	1	554	1	0	1	0
1	52	2	4	19	0	0	49	1	617	1	0	1	0
1	52	2	4	20	1	666	47	0	1350	1	0	0	0
1	14	0	4	3	0	1	47	1	927	1	1	0	1
1	14	0	4	4	0	1	49	1	588	1	1	0	1
1	14	0	4	5	0	0	47	1	932	1	1	0	1
1	14	0	4	6	0	0	49	1	833	1	1	0	1
1	14	0	4	7	1	666	49	1	1018	1	1	0	1
1	20	0	4	3	0	0	49	1	877	1	1	0	1
1	20	0	4	4	0	0	47	1	478	1	1	0	1
1	20	0	4	5	0	1	49	1	867	1	1	0	1
1	20	0	4	6	0	1	47	1	601	1	1	0	1
1	20	0	4	7	1	666	47	1	1220	1	1	0	1
1	26	0	4	3	0	1	49	1	660	1	1	0	1
1	26	0	4	4	0	0	49	1	1083	1	1	0	1
1	26	0	4	5	0	0	47	1	748	1	1	0	1
1	26	0	4	6	0	1	47	1	679	1	1	0	1
1	26	0	4	7	1	666	47	1	1308	1	1	0	1
1	30	0	4	3	0	1	49	1	492	1	1	0	1
1	30	0	4	4	0	0	49	1	1044	1	1	0	1
1	30	0	4	5	0	0	47	1	500	1	1	0	1
1	30	0	4	6	0	1	47	1	551	1	1	0	1
1	30	0	4	7	1	666	47	1	1022	1	1	0	1
1	39	0	4	3	0	1	49	1	833	1	1	0	1
1	39	0	4	4	0	1	47	1	614	1	1	0	1
1	39	0	4	5	0	0	49	1	436	1	1	0	1
1	39	0	4	6	0	0	47	1	528	1	1	0	1
1	39	0	4	7	1	666	47	1	1297	1	1	0	1
1	44	0	4	3	0	1	47	1	802	1	1	0	1
1	44	0	4	4	0	0	49	1	394	1	1	0	1
1	44	0	4	5	0	1	49	1	604	1	1	0	1
1	44	0	4	6	0	0	47	1	511	1	1	0	1
1	44	0	4	7	1	666	47	1	749	1	1	0	1
1	51	0	4	3	0	0	49	1	618	1	1	0	1
1	51	0	4	4	0	1	49	1	688	1	1	0	1
1	51	0	4	5	0	1	47	1	485	1	1	0	1
1	51	0	4	6	0	0	47	1	604	1	1	0	1
1	51	0	4	7	1	666	47	1	1103	1	1	0	1
1	11	1	4	3	0	0	49	1	575	1	1	0	2
1	11	1	4	4	0	1	47	1	604	1	1	0	2
1	11	1	4	5	0	1	49	1	487	1	1	0	2
1	11	1	4	6	0	0	47	1	1023	1	1	0	2
1	11	1	4	9	0	1	47	1	779	1	1	1	2
1	11	1	4	10	0	1	49	1	421	1	1	1	2
1	11	1	4	11	0	1	47	1	437	1	1	1	2
1	11	1	4	12	0	1	49	1	465	1	1	1	2
1	11	1	4	13	0	0	47	1	563	1	1	1	2
1	11	1	4	14	0	1	49	1	693	1	1	1	2
1	11	1	4	15	0	0	49	1	532	1	1	1	2
1	11	1	4	16	0	0	49	1	541	1	1	1	2
1	11	1	4	17	0	0	49	1	537	1	1	1	2
1	11	1	4	18	0	0	47	1	533	1	1	1	2
1	11	1	4	19	0	0	47	1	717	1	1	1	2
1	11	1	4	20	0	1	47	1	571	1	1	1	2
1	11	1	4	21	1	666	49	1	989	1	1	0	2
1	17	1	4	3	0	1	49	0	982	1	1	0	2
1	17	1	4	5	0	0	47	1	615	1	1	0	2
1	17	1	4	6	0	1	49	1	469	1	1	0	2
1	17	1	4	7	0	0	49	1	534	1	1	0	2
1	17	1	4	10	0	0	49	1	954	1	1	1	2
1	17	1	4	11	0	0	49	1	806	1	1	1	2
1	17	1	4	12	0	0	47	1	789	1	1	1	2
1	17	1	4	13	0	1	47	1	834	1	1	1	2
1	17	1	4	14	0	1	49	1	794	1	1	1	2
1	17	1	4	15	0	0	47	1	975	1	1	1	2
1	17	1	4	16	0	0	47	1	1533	1	1	1	2
1	17	1	4	17	0	0	49	1	652	1	1	1	2
1	17	1	4	18	0	1	47	1	794	1	1	1	2
1	17	1	4	19	0	1	49	1	538	1	1	1	2
1	17	1	4	20	0	1	47	1	598	1	1	1	2
1	17	1	4	21	0	1	49	1	573	1	1	1	2
1	17	1	4	22	1	666	47	1	1066	1	1	0	2
1	28	1	4	3	0	0	49	1	1060	1	0	0	2
1	28	1	4	4	0	1	49	1	943	1	0	0	2
1	28	1	4	5	0	0	47	1	943	1	0	0	2
1	28	1	4	6	0	1	47	1	936	1	0	0	2
1	28	1	4	9	0	1	47	1	1253	1	0	1	2
1	28	1	4	10	0	0	49	1	565	1	0	1	2
1	28	1	4	11	0	0	47	1	1350	1	0	1	2
1	28	1	4	12	0	1	49	1	715	1	0	1	2
1	28	1	4	13	0	1	47	1	590	1	0	1	2
1	28	1	4	14	0	1	49	1	542	1	0	1	2
1	28	1	4	15	0	0	49	1	553	1	0	1	2
1	28	1	4	16	0	0	47	1	568	1	0	1	2
1	28	1	4	17	0	0	49	1	482	1	0	1	2
1	28	1	4	18	0	1	49	1	582	1	0	1	2
1	28	1	4	19	0	0	47	1	787	1	0	1	2
1	28	1	4	20	0	1	47	1	792	1	0	1	2
1	28	1	4	21	1	666	49	0	1020	1	0	0	2
1	31	1	4	3	0	1	49	0	1164	1	1	0	2
1	31	1	4	5	0	0	49	1	543	1	1	0	2
1	31	1	4	6	0	0	47	1	1035	1	1	0	2
1	31	1	4	7	0	1	49	1	672	1	1	0	2
1	31	1	4	10	0	0	49	1	835	1	1	1	2
1	31	1	4	11	0	1	49	1	1003	1	1	1	2
1	31	1	4	12	0	0	47	1	491	1	1	1	2
1	31	1	4	13	0	1	49	1	586	1	1	1	2
1	31	1	4	14	0	1	47	1	602	1	1	1	2
1	31	1	4	15	0	1	49	1	709	1	1	1	2
1	31	1	4	16	0	0	47	1	671	1	1	1	2
1	31	1	4	17	0	0	49	1	681	1	1	1	2
1	31	1	4	18	0	1	47	1	534	1	1	1	2
1	31	1	4	19	0	1	47	1	566	1	1	1	2
1	31	1	4	20	0	0	47	1	648	1	1	1	2
1	31	1	4	21	0	0	49	1	772	1	1	1	2
1	31	1	4	22	1	666	47	1	853	1	1	0	2
1	42	1	4	3	0	0	49	1	767	1	0	0	2
1	42	1	4	4	0	1	49	1	597	1	0	0	2
1	42	1	4	5	0	1	47	1	581	1	0	0	2
1	42	1	4	6	0	0	47	1	746	1	0	0	2
1	42	1	4	9	0	1	49	1	762	1	0	1	2
1	42	1	4	10	0	1	49	1	577	1	0	1	2
1	42	1	4	11	0	0	47	1	726	1	0	1	2
1	42	1	4	12	0	0	49	1	835	1	0	1	2
1	42	1	4	13	0	1	0	0	1747	1	0	1	2
1	42	1	4	15	0	1	49	1	829	1	0	1	2
1	42	1	4	16	0	1	47	1	754	1	0	1	2
1	42	1	4	17	0	0	47	1	790	1	0	1	2
1	42	1	4	18	0	0	47	1	531	1	0	1	2
1	42	1	4	19	0	1	47	1	571	1	0	1	2
1	42	1	4	20	0	0	49	1	485	1	0	1	2
1	42	1	4	21	0	0	49	1	533	1	0	1	2
1	42	1	4	22	1	666	47	0	1029	1	0	0	2
1	49	1	4	3	0	1	47	1	926	1	1	0	2
1	49	1	4	4	0	0	47	1	907	1	1	0	2
1	49	1	4	5	0	0	49	1	547	1	1	0	2
1	49	1	4	6	0	1	49	1	598	1	1	0	2
1	49	1	4	9	0	0	49	1	679	1	1	1	2
1	49	1	4	10	0	1	47	1	564	1	1	1	2
1	49	1	4	11	0	1	49	1	534	1	1	1	2
1	49	1	4	12	0	1	49	1	518	1	1	1	2
1	49	1	4	13	0	0	47	1	596	1	1	1	2
1	49	1	4	14	0	1	47	1	1076	1	1	1	2
1	49	1	4	15	0	0	49	1	690	1	1	1	2
1	49	1	4	16	0	0	49	1	498	1	1	1	2
1	49	1	4	17	0	0	47	1	796	1	1	1	2
1	49	1	4	18	0	1	49	1	540	1	1	1	2
1	49	1	4	19	0	0	47	1	624	1	1	1	2
1	49	1	4	20	0	1	47	1	637	1	1	1	2
1	49	1	4	21	1	666	49	1	1078	1	1	0	2
1	53	1	4	3	0	1	49	1	755	1	1	0	2
1	53	1	4	4	0	1	47	1	1090	1	1	0	2
1	53	1	4	5	0	0	49	1	507	1	1	0	2
1	53	1	4	6	0	0	47	1	766	1	1	0	2
1	53	1	4	9	0	1	47	1	1135	1	1	1	2
1	53	1	4	10	0	1	49	1	516	1	1	1	2
1	53	1	4	11	0	1	49	1	554	1	1	1	2
1	53	1	4	12	0	0	49	1	545	1	1	1	2
1	53	1	4	13	0	0	49	1	445	1	1	1	2
1	53	1	4	14	0	0	47	1	443	1	1	1	2
1	53	1	4	15	0	1	47	1	914	1	1	1	2
1	53	1	4	16	0	1	49	1	573	1	1	1	2
1	53	1	4	17	0	0	49	1	478	1	1	1	2
1	53	1	4	18	0	0	47	1	563	1	1	1	2
1	53	1	4	19	0	0	47	1	549	1	1	1	2
1	53	1	4	20	0	1	47	1	1059	1	1	1	2
1	53	1	4	21	1	666	49	1	871	1	1	0	2
2	10	2	0	4	0	0	49	1	763	1	1	1	0
2	10	2	0	5	0	0	49	1	370	1	1	1	0
2	10	2	0	6	0	1	49	1	507	1	1	1	0
2	10	2	0	7	0	1	49	1	691	1	1	1	0
2	10	2	0	8	0	0	49	0	365	1	1	1	0
2	10	2	0	10	0	1	47	1	841	1	1	1	0
2	10	2	0	11	0	0	49	1	635	1	1	1	0
2	10	2	0	12	0	1	47	0	471	1	1	1	0
2	10	2	0	14	0	1	47	1	753	1	1	1	0
2	10	2	0	15	0	0	47	1	799	1	1	1	0
2	10	2	0	16	0	0	47	1	406	1	1	1	0
2	10	2	0	17	0	1	47	1	398	1	1	1	0
2	10	2	0	18	1	666	49	1	508	1	1	0	0
2	18	2	0	4	0	1	0	0	1750	1	0	1	0
2	18	2	0	6	0	1	47	1	749	1	0	1	0
2	18	2	0	7	0	0	47	1	553	1	0	1	0
2	18	2	0	8	0	0	47	0	349	1	0	1	0
2	18	2	0	10	0	1	47	1	516	1	0	1	0
2	18	2	0	11	0	0	49	1	419	1	0	1	0
2	18	2	0	12	0	0	47	1	653	1	0	1	0
2	18	2	0	13	0	0	49	1	449	1	0	1	0
2	18	2	0	14	0	0	47	1	643	1	0	1	0
2	18	2	0	15	0	1	49	1	446	1	0	1	0
2	18	2	0	16	0	1	47	0	416	1	0	1	0
2	18	2	0	18	0	1	49	1	504	1	0	1	0
2	18	2	0	19	1	666	47	0	486	1	0	0	0
2	28	2	0	4	0	1	47	1	957	1	1	1	0
2	28	2	0	5	0	0	47	1	544	1	1	1	0
2	28	2	0	6	0	0	49	1	536	1	1	1	0
2	28	2	0	7	0	0	47	1	687	1	1	1	0
2	28	2	0	8	0	1	47	1	552	1	1	1	0
2	28	2	0	9	0	1	47	1	393	1	1	1	0
2	28	2	0	10	0	0	47	0	345	1	1	1	0
