subject	blocknr	blocktype	preDT	trialtype	congruency	response	correct	RT	P_correct	Pre_Post	mini_block	first_trial
1	9	0	4	0	1	49	1	759	1	0	0	0
1	9	0	4	0	0	47	1	480	1	0	0	0
1	9	0	4	0	1	47	1	483	1	0	0	0
1	9	0	4	0	0	47	0	344	1	0	0	0
1	9	0	4	1	666	47	1	368	1	0	0	0
1	9	0	4	0	0	47	1	368	1	1	1	0
1	9	0	4	0	1	47	1	526	1	1	1	1
1	9	0	4	0	0	47	0	364	1	1	1	1
1	9	0	4	0	0	47	1	510	1	1	1	1
1	9	0	4	0	1	47	0	430	1	1	2	1
1	9	0	4	0	0	47	1	356	1	1	2	1
1	9	0	4	0	1	49	1	360	1	1	2	1
1	9	0	4	0	1	47	1	369	1	1	2	1
1	9	0	4	0	1	49	1	535	1	1	3	1
1	9	0	4	0	0	49	1	446	1	1	3	1
1	9	0	4	0	0	49	1	409	1	1	3	1
1	9	0	4	0	1	47	1	375	1	1	3	1
1	10	1	0	2	666	0	0	1250	0	1	1	0
1	10	1	0	0	1	47	1	808	0	1	1	0
1	10	1	0	0	0	47	0	428	0	1	1	1
1	10	1	0	0	0	47	1	621	0	1	1	1
1	10	1	0	0	0	49	1	675	0	1	1	1
1	10	1	0	0	1	49	1	480	0	1	2	1
1	10	1	0	0	0	49	0	322	0	1	2	1
1	10	1	0	0	0	49	1	508	0	1	2	1
1	10	1	0	0	1	49	1	463	0	1	2	1
1	10	1	0	0	1	49	1	361	0	1	3	1
1	10	1	0	0	0	47	1	558	0	1	3	1
1	10	1	0	0	1	47	1	543	0	1	3	1
1	10	1	0	0	1	47	1	483	0	1	3	1
1	11	2	0	0	0	47	1	581	1	1	1	0
1	11	2	0	0	1	47	1	462	1	1	1	1
1	11	2	0	0	0	47	1	347	1	1	1	1
1	11	2	0	0	1	49	1	378	1	1	1	1
1	11	2	0	0	0	47	1	438	1	1	2	1
1	11	2	0	0	1	47	1	369	1	1	2	1
1	11	2	0	0	0	49	1	325	1	1	2	1
1	11	2	0	0	1	49	1	437	1	1	2	1
1	11	2	0	0	1	47	1	344	1	1	3	1
1	11	2	0	0	1	47	0	630	1	1	3	1
1	11	2	0	0	0	47	0	485	1	1	3	1
1	11	2	0	0	0	49	1	583	1	1	3	1
1	11	2	0	1	666	47	1	636	1	1	3	1
1	12	1	4	0	0	47	1	438	1	0	0	0
1	12	1	4	0	0	49	1	602	1	0	0	0
1	12	1	4	0	1	47	1	484	1	0	0	0
1	12	1	4	0	1	49	1	472	1	0	0	0
1	12	1	4	2	666	57	1	727	1	0	0	0
1	12	1	4	0	0	49	1	667	1	1	1	0
1	12	1	4	0	0	47	1	1054	1	1	1	1
1	12	1	4	0	0	49	1	653	1	1	1	1
1	12	1	4	0	0	47	1	781	1	1	1	1
1	12	1	4	0	0	47	1	708	1	1	2	1
1	12	1	4	0	1	49	1	591	1	1	2	1
1	12	1	4	0	1	47	0	694	1	1	2	1
1	12	1	4	0	1	47	1	513	1	1	2	1
1	12	1	4	0	1	47	1	519	1	1	3	1
1	12	1	4	0	1	47	0	387	1	1	3	1
1	12	1	4	0	0	49	1	798	1	1	3	1
1	12	1	4	0	1	47	1	560	1	1	3	1
1	13	0	0	1	666	47	1	561	1	1	1	0
1	13	0	0	0	1	47	1	607	1	1	1	0
1	13	0	0	0	0	49	1	411	1	1	1	1
1	13	0	0	0	0	49	1	489	1	1	1	1
1	13	0	0	0	1	49	1	452	1	1	1	1
1	13	0	0	0	1	49	1	654	1	1	2	1
1	13	0	0	0	0	47	1	399	1	1	2	1
1	13	0	0	0	0	49	1	693	1	1	2	1
1	13	0	0	0	1	47	1	439	1	1	2	1
1	13	0	0	0	0	47	1	743	1	1	3	1
1	13	0	0	0	1	49	1	433	1	1	3	1
1	13	0	0	0	0	47	1	511	1	1	3	1
1	13	0	0	0	1	47	1	595	1	1	3	1
1	14	2	4	0	0	47	1	561	0	0	0	0
1	14	2	4	0	0	49	1	446	0	0	0	0
1	14	2	4	0	1	49	1	533	0	0	0	0
1	14	2	4	0	1	47	1	462	0	0	0	0
1	14	2	4	3	666	57	1	644	0	0	0	0
1	14	2	4	0	0	47	1	543	0	1	1	0
1	14	2	4	0	0	49	1	701	0	1	1	1
1	14	2	4	0	1	47	1	489	0	1	1	1
1	14	2	4	0	0	47	0	460	0	1	1	1
1	14	2	4	0	0	47	1	480	0	1	2	1
1	14	2	4	0	1	49	1	362	0	1	2	1
1	14	2	4	0	1	47	1	598	0	1	2	1
1	14	2	4	0	1	47	0	450	0	1	2	1
1	14	2	4	0	0	47	1	507	0	1	3	1
1	14	2	4	0	1	47	1	384	0	1	3	1
1	14	2	4	0	0	47	0	344	0	1	3	1
1	14	2	4	0	1	49	1	443	0	1	3	1
1	14	2	4	1	666	47	0	518	0	1	3	1
1	16	2	4	0	0	47	1	525	1	0	0	0
1	16	2	4	0	1	47	1	421	1	0	0	0
1	16	2	4	0	1	49	1	494	1	0	0	0
1	16	2	4	0	0	49	1	558	1	0	0	0
1	16	2	4	3	666	57	1	833	1	0	0	0
1	16	2	4	0	0	47	1	539	1	1	1	0
1	16	2	4	0	1	47	0	414	1	1	1	1
1	16	2	4	0	1	47	1	420	1	1	1	1
1	16	2	4	0	1	47	1	466	1	1	1	1
1	16	2	4	0	1	49	1	426	1	1	2	1
1	16	2	4	0	0	47	1	605	1	1	2	1
1	16	2	4	0	0	49	1	589	1	1	2	1
1	16	2	4	0	0	47	1	585	1	1	2	1
1	16	2	4	0	1	47	1	486	1	1	3	1
1	16	2	4	0	0	49	1	553	1	1	3	1
1	16	2	4	0	1	49	1	577	1	1	3	1
1	16	2	4	0	0	49	1	495	1	1	3	1
1	16	2	4	1	666	47	1	553	1	1	3	1
1	17	1	4	0	0	47	0	510	0	0	0	0
1	17	1	4	0	1	47	1	437	0	0	0	0
1	17	1	4	0	0	47	1	457	0	0	0	0
1	17	1	4	0	1	49	1	701	0	0	0	0
1	17	1	4	2	666	0	0	1250	0	0	0	0
1	17	1	4	0	1	49	1	833	0	1	1	0
1	17	1	4	0	1	49	1	523	0	1	1	1
1	17	1	4	0	0	47	0	557	0	1	1	1
1	17	1	4	0	1	47	1	609	0	1	1	1
1	17	1	4	0	0	49	1	374	0	1	2	1
1	17	1	4	0	1	49	1	408	0	1	2	1
1	17	1	4	0	0	49	0	357	0	1	2	1
1	17	1	4	0	0	47	1	684	0	1	2	1
1	17	1	4	0	0	49	1	482	0	1	3	1
1	17	1	4	0	0	47	1	373	0	1	3	1
1	17	1	4	0	1	47	1	377	0	1	3	1
1	17	1	4	0	1	47	1	410	0	1	3	1
1	18	1	0	2	666	57	1	854	1	1	1	0
1	18	1	0	0	0	49	1	1097	1	1	1	0
1	18	1	0	0	0	47	1	712	1	1	1	1
1	18	1	0	0	0	47	0	411	1	1	1	1
1	18	1	0	0	0	49	1	612	1	1	1	1
1	18	1	0	0	1	49	1	657	1	1	2	1
1	18	1	0	0	1	47	1	939	1	1	2	1
1	18	1	0	0	0	49	0	525	1	1	2	1
1	18	1	0	0	1	47	1	716	1	1	2	1
1	18	1	0	0	1	49	1	584	1	1	3	1
1	18	1	0	0	0	47	1	690	1	1	3	1
1	18	1	0	0	1	49	1	612	1	1	3	1
1	18	1	0	0	1	47	1	824	1	1	3	1
1	19	0	0	1	666	47	0	764	0	1	1	0
1	19	0	0	0	1	49	1	755	0	1	1	0
1	19	0	0	0	0	47	1	624	0	1	1	1
1	19	0	0	0	0	47	1	662	0	1	1	1
1	19	0	0	0	1	47	1	566	0	1	1	1
1	19	0	0	0	0	47	0	373	0	1	2	1
1	19	0	0	0	1	47	1	474	0	1	2	1
1	19	0	0	0	1	49	1	474	0	1	2	1
1	19	0	0	0	0	49	1	688	0	1	2	1
1	19	0	0	0	1	49	1	477	0	1	3	1
1	19	0	0	0	0	47	1	630	0	1	3	1
1	19	0	0	0	0	49	1	624	0	1	3	1
1	19	0	0	0	1	47	1	529	0	1	3	1
1	20	0	4	0	1	49	1	725	0	0	0	0
1	20	0	4	0	0	49	0	448	0	0	0	0
1	20	0	4	0	1	47	1	581	0	0	0	0
1	20	0	4	0	0	47	0	480	0	0	0	0
1	20	0	4	1	666	47	0	818	0	0	0	0
1	20	0	4	0	1	47	1	660	0	1	1	0
1	20	0	4	0	1	47	1	396	0	1	1	1
1	20	0	4	0	0	47	1	558	0	1	1	1
1	20	0	4	0	0	49	1	497	0	1	1	1
1	20	0	4	0	1	49	1	542	0	1	2	1
1	20	0	4	0	0	49	1	468	0	1	2	1
1	20	0	4	0	1	49	1	490	0	1	2	1
1	20	0	4	0	1	49	1	343	0	1	2	1
1	20	0	4	0	1	47	1	795	0	1	3	1
1	20	0	4	0	0	47	1	739	0	1	3	1
1	20	0	4	0	0	47	1	437	0	1	3	1
1	20	0	4	0	0	47	0	446	0	1	3	1
1	21	2	0	0	1	49	1	862	1	1	1	0
1	21	2	0	0	0	49	1	532	1	1	1	1
1	21	2	0	0	0	47	1	487	1	1	1	1
1	21	2	0	0	1	49	1	438	1	1	1	1
1	21	2	0	0	1	47	1	423	1	1	2	1
1	21	2	0	0	1	49	0	416	1	1	2	1
1	21	2	0	0	0	47	1	451	1	1	2	1
1	21	2	0	0	0	49	1	577	1	1	2	1
1	21	2	0	0	0	47	1	542	1	1	3	1
1	21	2	0	0	1	49	1	880	1	1	3	1
1	21	2	0	0	0	49	1	834	1	1	3	1
1	21	2	0	0	1	49	0	381	1	1	3	1
1	21	2	0	1	666	49	1	535	1	1	3	1
1	23	2	4	0	1	47	1	768	0	0	0	0
1	23	2	4	0	0	47	0	398	0	0	0	0
1	23	2	4	0	0	47	1	467	0	0	0	0
1	23	2	4	0	1	49	1	550	0	0	0	0
1	23	2	4	3	666	57	1	751	0	0	0	0
1	23	2	4	0	1	49	1	730	0	1	1	0
1	23	2	4	0	0	47	1	722	0	1	1	1
1	23	2	4	0	0	49	1	909	0	1	1	1
1	23	2	4	0	0	47	0	536	0	1	1	1
1	23	2	4	0	0	47	1	761	0	1	2	1
1	23	2	4	0	1	49	0	507	0	1	2	1
1	23	2	4	0	1	47	1	1114	0	1	2	1
1	23	2	4	0	0	47	1	817	0	1	2	1
1	23	2	4	0	1	47	0	735	0	1	3	1
1	23	2	4	0	1	49	1	705	0	1	3	1
1	23	2	4	0	0	0	0	1250	0	1	3	1
1	23	2	4	0	1	47	1	540	0	1	3	1
1	23	2	4	1	666	47	0	600	0	1	3	1
1	24	2	0	0	0	47	0	789	0	1	1	0
1	24	2	0	0	0	47	1	521	0	1	1	1
1	24	2	0	0	0	49	1	586	0	1	1	1
1	24	2	0	0	1	49	1	449	0	1	1	1
1	24	2	0	0	1	49	1	365	0	1	2	1
1	24	2	0	0	0	49	0	377	0	1	2	1
1	24	2	0	0	0	47	0	384	0	1	2	1
1	24	2	0	0	1	47	1	498	0	1	2	1
1	24	2	0	0	0	49	0	458	0	1	3	1
1	24	2	0	0	1	47	1	280	0	1	3	1
1	24	2	0	0	1	47	0	357	0	1	3	1
1	24	2	0	0	1	47	1	253	0	1	3	1
1	24	2	0	1	666	49	0	324	0	1	3	1
1	25	0	4	0	0	47	1	500	0	0	0	0
1	25	0	4	0	1	47	1	486	0	0	0	0
1	25	0	4	0	1	47	0	387	0	0	0	0
1	25	0	4	0	0	47	0	413	0	0	0	0
1	25	0	4	1	666	49	0	416	0	0	0	0
1	25	0	4	0	0	49	1	535	0	1	1	0
1	25	0	4	0	0	47	1	483	0	1	1	1
1	25	0	4	0	1	49	1	495	0	1	1	1
1	25	0	4	0	0	47	0	360	0	1	1	1
1	25	0	4	0	1	49	1	480	0	1	2	1
1	25	0	4	0	1	49	0	282	0	1	2	1
1	25	0	4	0	1	49	0	353	0	1	2	1
1	25	0	4	0	0	47	1	444	0	1	2	1
1	25	0	4	0	1	47	0	330	0	1	3	1
1	25	0	4	0	1	47	1	405	0	1	3	1
1	25	0	4	0	0	49	1	257	0	1	3	1
1	25	0	4	0	0	47	1	376	0	1	3	1
1	26	1	4	0	0	47	1	547	1	0	0	0
1	26	1	4	0	0	47	0	330	1	0	0	0
1	26	1	4	0	1	47	1	501	1	0	0	0
1	26	1	4	0	1	49	1	356	1	0	0	0
1	26	1	4	2	666	57	1	615	1	0	0	0
1	26	1	4	0	1	49	1	839	1	1	1	0
1	26	1	4	0	0	47	0	667	1	1	1	1
1	26	1	4	0	0	47	1	436	1	1	1	1
1	26	1	4	0	1	47	0	481	1	1	1	1
1	26	1	4	0	1	47	1	869	1	1	2	1
1	26	1	4	0	1	47	1	441	1	1	2	1
1	26	1	4	0	1	49	1	409	1	1	2	1
1	26	1	4	0	0	47	0	520	1	1	2	1
1	26	1	4	0	0	47	1	307	1	1	3	1
1	26	1	4	0	0	49	0	329	1	1	3	1
1	26	1	4	0	0	49	1	447	1	1	3	1
1	26	1	4	0	1	47	1	551	1	1	3	1
1	27	1	0	2	666	57	1	679	1	1	1	0
1	27	1	0	0	1	47	1	785	1	1	1	0
1	27	1	0	0	1	47	1	412	1	1	1	1
1	27	1	0	0	0	49	1	424	1	1	1	1
1	27	1	0	0	1	49	1	505	1	1	1	1
1	27	1	0	0	0	49	1	488	1	1	2	1
1	27	1	0	0	0	47	1	403	1	1	2	1
1	27	1	0	0	0	47	1	335	1	1	2	1
1	27	1	0	0	1	47	0	372	1	1	2	1
1	27	1	0	0	1	49	0	698	1	1	3	1
1	27	1	0	0	0	47	1	479	1	1	3	1
1	27	1	0	0	0	49	1	351	1	1	3	1
1	27	1	0	0	1	49	1	463	1	1	3	1
1	28	0	0	1	666	47	0	507	0	1	1	0
1	28	0	0	0	0	47	0	457	0	1	1	0
1	28	0	0	0	0	47	1	690	0	1	1	1
1	28	0	0	0	1	47	0	516	0	1	1	1
1	28	0	0	0	0	49	0	423	0	1	1	1
1	28	0	0	0	1	47	1	607	0	1	2	1
1	28	0	0	0	1	49	1	467	0	1	2	1
1	28	0	0	0	0	49	1	610	0	1	2	1
1	28	0	0	0	0	47	1	733	0	1	2	1
1	28	0	0	0	1	47	0	690	0	1	3	1
1	28	0	0	0	0	47	0	611	0	1	3	1
1	28	0	0	0	1	47	1	537	0	1	3	1
1	28	0	0	0	1	49	0	358	0	1	3	1
1	30	2	0	0	1	47	1	655	1	1	1	0
1	30	2	0	0	0	47	1	445	1	1	1	1
1	30	2	0	0	1	49	1	686	1	1	1	1
1	30	2	0	0	0	49	1	715	1	1	1	1
1	30	2	0	0	0	47	1	523	1	1	2	1
1	30	2	0	0	0	47	1	416	1	1	2	1
1	30	2	0	0	0	49	1	442	1	1	2	1
1	30	2	0	0	1	49	1	656	1	1	2	1
1	30	2	0	0	1	49	1	433	1	1	3	1
1	30	2	0	0	1	47	1	690	1	1	3	1
1	30	2	0	0	1	47	1	359	1	1	3	1
1	30	2	0	0	0	47	0	371	1	1	3	1
1	30	2	0	1	666	47	1	813	1	1	3	1
1	31	1	4	0	1	49	1	753	1	0	0	0
1	31	1	4	0	0	49	1	467	1	0	0	0
1	31	1	4	0	0	47	1	469	1	0	0	0
1	31	1	4	0	1	47	1	558	1	0	0	0
1	31	1	4	2	666	57	1	644	1	0	0	0
1	31	1	4	0	0	47	1	463	1	1	1	0
1	31	1	4	0	1	47	0	375	1	1	1	1
1	31	1	4	0	1	47	0	424	1	1	1	1
1	31	1	4	0	0	49	1	612	1	1	1	1
1	31	1	4	0	1	47	1	782	1	1	2	1
1	31	1	4	0	0	49	1	412	1	1	2	1
1	31	1	4	0	0	49	1	515	1	1	2	1
1	31	1	4	0	0	47	1	486	1	1	2	1
1	31	1	4	0	0	47	1	659	1	1	3	1
1	31	1	4	0	1	49	0	467	1	1	3	1
1	31	1	4	0	1	47	0	720	1	1	3	1
1	31	1	4	0	1	47	1	462	1	1	3	1
1	32	1	0	2	666	57	1	740	1	1	1	0
1	32	1	0	0	0	49	1	559	1	1	1	0
1	32	1	0	0	1	49	0	435	1	1	1	1
1	32	1	0	0	1	49	1	501	1	1	1	1
1	32	1	0	0	1	49	1	417	1	1	1	1
1	32	1	0	0	0	49	1	575	1	1	2	1
1	32	1	0	0	0	47	1	444	1	1	2	1
1	32	1	0	0	0	47	1	379	1	1	2	1
1	32	1	0	0	1	47	1	433	1	1	2	1
1	32	1	0	0	0	49	1	467	1	1	3	1
1	32	1	0	0	0	49	0	484	1	1	3	1
1	32	1	0	0	1	49	1	453	1	1	3	1
1	32	1	0	0	1	47	1	431	1	1	3	1
1	33	0	0	1	666	49	0	730	0	1	1	0
1	33	0	0	0	0	49	1	530	0	1	1	0
1	33	0	0	0	0	47	1	500	0	1	1	1
1	33	0	0	0	1	47	1	604	0	1	1	1
1	33	0	0	0	1	49	1	440	0	1	1	1
1	33	0	0	0	0	49	1	462	0	1	2	1
1	33	0	0	0	1	47	1	439	0	1	2	1
1	33	0	0	0	1	47	0	424	0	1	2	1
1	33	0	0	0	0	47	1	465	0	1	2	1
1	33	0	0	0	0	47	1	513	0	1	3	1
1	33	0	0	0	0	49	1	501	0	1	3	1
1	33	0	0	0	1	47	1	575	0	1	3	1
1	33	0	0	0	1	49	1	470	0	1	3	1
1	34	2	4	0	1	49	1	807	1	0	0	0
1	34	2	4	0	0	49	1	574	1	0	0	0
1	34	2	4	0	1	47	1	406	1	0	0	0
1	34	2	4	0	0	47	1	414	1	0	0	0
1	34	2	4	3	666	57	1	604	1	0	0	0
1	34	2	4	0	1	49	0	467	1	1	1	0
1	34	2	4	0	1	47	1	683	1	1	1	1
1	34	2	4	0	0	49	1	603	1	1	1	1
1	34	2	4	0	1	49	1	798	1	1	1	1
1	34	2	4	0	1	47	1	496	1	1	2	1
1	34	2	4	0	0	49	0	568	1	1	2	1
1	34	2	4	0	0	47	1	623	1	1	2	1
1	34	2	4	0	1	47	0	344	1	1	2	1
1	34	2	4	0	0	49	1	612	1	1	3	1
1	34	2	4	0	0	49	1	412	1	1	3	1
1	34	2	4	0	0	47	1	519	1	1	3	1
1	34	2	4	0	1	49	1	813	1	1	3	1
1	34	2	4	1	666	47	1	319	1	1	3	1
1	35	0	4	0	0	49	1	853	0	0	0	0
1	35	0	4	0	0	49	0	433	0	0	0	0
1	35	0	4	0	1	47	1	687	0	0	0	0
1	35	0	4	0	1	49	1	504	0	0	0	0
1	35	0	4	1	666	47	0	579	0	0	0	0
1	35	0	4	0	1	49	1	472	0	1	1	0
1	35	0	4	0	0	49	1	916	0	1	1	1
1	35	0	4	0	1	47	1	719	0	1	1	1
1	35	0	4	0	1	49	1	463	0	1	1	1
1	35	0	4	0	0	49	0	393	0	1	2	1
1	35	0	4	0	1	47	1	439	0	1	2	1
1	35	0	4	0	1	49	0	314	0	1	2	1
1	35	0	4	0	0	47	1	482	0	1	2	1
1	35	0	4	0	0	47	1	416	0	1	3	1
1	35	0	4	0	0	49	1	627	0	1	3	1
1	35	0	4	0	0	49	1	440	0	1	3	1
1	35	0	4	0	1	49	1	529	0	1	3	1
1	37	2	4	0	0	49	1	471	0	0	0	0
1	37	2	4	0	1	47	1	680	0	0	0	0
1	37	2	4	0	0	49	0	483	0	0	0	0
1	37	2	4	0	1	47	0	433	0	0	0	0
1	37	2	4	3	666	57	1	620	0	0	0	0
1	37	2	4	0	0	47	1	760	0	1	1	0
1	37	2	4	0	1	47	1	557	0	1	1	1
1	37	2	4	0	1	49	1	679	0	1	1	1
1	37	2	4	0	1	49	1	589	0	1	1	1
1	37	2	4	0	0	49	0	504	0	1	2	1
1	37	2	4	0	1	47	1	607	0	1	2	1
1	37	2	4	0	0	47	1	629	0	1	2	1
1	37	2	4	0	0	49	1	517	0	1	2	1
1	37	2	4	0	1	49	1	595	0	1	3	1
1	37	2	4	0	0	49	1	499	0	1	3	1
1	37	2	4	0	1	49	0	447	0	1	3	1
1	37	2	4	0	0	49	1	545	0	1	3	1
1	37	2	4	1	666	47	0	489	0	1	3	1
1	38	0	0	1	666	47	1	730	1	1	1	0
1	38	0	0	0	1	47	0	498	1	1	1	0
1	38	0	0	0	0	47	1	398	1	1	1	1
1	38	0	0	0	1	49	0	447	1	1	1	1
1	38	0	0	0	1	47	1	392	1	1	1	1
1	38	0	0	0	1	47	0	325	1	1	2	1
1	38	0	0	0	0	47	1	302	1	1	2	1
1	38	0	0	0	1	49	1	476	1	1	2	1
1	38	0	0	0	0	49	1	555	1	1	2	1
1	38	0	0	0	1	47	1	580	1	1	3	1
1	38	0	0	0	0	47	0	453	1	1	3	1
1	38	0	0	0	0	47	0	443	1	1	3	1
1	38	0	0	0	0	47	1	781	1	1	3	1
1	39	1	4	0	0	47	1	662	1	0	0	0
1	39	1	4	0	1	49	1	429	1	0	0	0
1	39	1	4	0	1	47	1	404	1	0	0	0
1	39	1	4	0	0	49	1	486	1	0	0	0
1	39	1	4	2	666	57	1	697	1	0	0	0
1	39	1	4	0	1	49	1	741	1	1	1	0
1	39	1	4	0	1	47	1	698	1	1	1	1
1	39	1	4	0	0	47	1	683	1	1	1	1
1	39	1	4	0	0	47	1	383	1	1	1	1
1	39	1	4	0	1	47	1	725	1	1	2	1
1	39	1	4	0	1	49	1	428	1	1	2	1
1	39	1	4	0	1	47	1	530	1	1	2	1
1	39	1	4	0	0	47	1	447	1	1	2	1
1	39	1	4	0	0	49	1	662	1	1	3	1
1	39	1	4	0	0	49	1	643	1	1	3	1
1	39	1	4	0	1	49	1	446	1	1	3	1
1	39	1	4	0	0	49	1	517	1	1	3	1
1	40	1	0	2	666	57	1	704	1	1	1	0
1	40	1	0	0	1	49	1	613	1	1	1	0
1	40	1	0	0	0	47	1	444	1	1	1	1
1	40	1	0	0	0	47	1	524	1	1	1	1
1	40	1	0	0	1	47	0	399	1	1	1	1
1	40	1	0	0	0	49	1	456	1	1	2	1
1	40	1	0	0	1	47	1	581	1	1	2	1
1	40	1	0	0	0	47	0	783	1	1	2	1
1	40	1	0	0	1	49	0	529	1	1	2	1
1	40	1	0	0	0	47	1	552	1	1	3	1
1	40	1	0	0	0	49	1	689	1	1	3	1
1	40	1	0	0	1	47	1	510	1	1	3	1
1	40	1	0	0	1	49	1	546	1	1	3	1
1	41	0	4	0	1	47	1	448	0	0	0	0
1	41	0	4	0	0	47	0	368	0	0	0	0
1	41	0	4	0	0	47	1	527	0	0	0	0
1	41	0	4	0	1	49	1	397	0	0	0	0
1	41	0	4	1	666	47	0	408	0	0	0	0
1	41	0	4	0	0	49	1	369	0	1	1	0
1	41	0	4	0	1	49	1	731	0	1	1	1
1	41	0	4	0	0	47	1	472	0	1	1	1
1	41	0	4	0	1	47	1	596	0	1	1	1
1	41	0	4	0	1	47	1	362	0	1	2	1
1	41	0	4	0	1	49	1	488	0	1	2	1
1	41	0	4	0	1	47	1	633	0	1	2	1
1	41	0	4	0	0	49	1	563	0	1	2	1
1	41	0	4	0	0	47	1	435	0	1	3	1
1	41	0	4	0	0	49	1	444	0	1	3	1
1	41	0	4	0	0	47	1	577	0	1	3	1
1	41	0	4	0	1	49	1	336	0	1	3	1
1	42	2	0	0	1	47	1	507	0	1	1	0
1	42	2	0	0	1	47	1	423	0	1	1	1
1	42	2	0	0	1	49	1	583	0	1	1	1
1	42	2	0	0	1	49	1	599	0	1	1	1
1	42	2	0	0	0	49	0	352	0	1	2	1
1	42	2	0	0	1	47	1	532	0	1	2	1
1	42	2	0	0	1	49	1	578	0	1	2	1
1	42	2	0	0	0	47	1	347	0	1	2	1
1	42	2	0	0	0	49	1	545	0	1	3	1
1	42	2	0	0	0	47	1	606	0	1	3	1
1	42	2	0	0	0	49	1	423	0	1	3	1
1	42	2	0	0	0	47	0	285	0	1	3	1
1	42	2	0	1	666	47	0	575	0	1	3	1
1	44	2	4	0	1	47	1	695	0	0	0	0
1	44	2	4	0	1	49	1	678	0	0	0	0
1	44	2	4	0	0	49	1	536	0	0	0	0
1	44	2	4	0	0	47	1	605	0	0	0	0
1	44	2	4	3	666	57	1	676	0	0	0	0
1	44	2	4	0	0	47	1	553	0	1	1	0
1	44	2	4	0	1	47	1	631	0	1	1	1
1	44	2	4	0	0	49	1	712	0	1	1	1
1	44	2	4	0	1	49	1	721	0	1	1	1
1	44	2	4	0	0	49	1	602	0	1	2	1
1	44	2	4	0	0	47	1	657	0	1	2	1
1	44	2	4	0	1	47	0	405	0	1	2	1
1	44	2	4	0	1	47	1	515	0	1	2	1
1	44	2	4	0	0	49	1	497	0	1	3	1
1	44	2	4	0	1	49	1	621	0	1	3	1
1	44	2	4	0	0	47	1	518	0	1	3	1
1	44	2	4	0	1	49	0	467	0	1	3	1
1	44	2	4	1	666	47	0	401	0	1	3	1
1	45	1	0	2	666	57	1	705	1	1	1	0
1	45	1	0	0	1	47	1	355	1	1	1	0
1	45	1	0	0	0	47	1	334	1	1	1	1
1	45	1	0	0	0	47	0	378	1	1	1	1
1	45	1	0	0	0	47	0	432	1	1	1	1
1	45	1	0	0	1	49	1	768	1	1	2	1
1	45	1	0	0	0	47	1	436	1	1	2	1
1	45	1	0	0	1	49	1	396	1	1	2	1
1	45	1	0	0	1	49	1	730	1	1	2	1
1	45	1	0	0	0	47	1	655	1	1	3	1
1	45	1	0	0	1	47	1	571	1	1	3	1
1	45	1	0	0	0	47	0	522	1	1	3	1
1	45	1	0	0	1	47	1	464	1	1	3	1
1	46	0	4	0	1	49	1	582	1	0	0	0
1	46	0	4	0	0	49	1	489	1	0	0	0
1	46	0	4	0	0	47	1	378	1	0	0	0
1	46	0	4	0	1	47	1	494	1	0	0	0
1	46	0	4	1	666	47	1	571	1	0	0	0
1	46	0	4	0	0	49	1	559	1	1	1	0
1	46	0	4	0	0	47	1	639	1	1	1	1
1	46	0	4	0	0	47	1	507	1	1	1	1
1	46	0	4	0	0	49	1	595	1	1	1	1
1	46	0	4	0	0	47	1	536	1	1	2	1
1	46	0	4	0	1	49	0	450	1	1	2	1
1	46	0	4	0	1	47	0	297	1	1	2	1
1	46	0	4	0	1	47	1	407	1	1	2	1
1	46	0	4	0	0	49	1	637	1	1	3	1
1	46	0	4	0	1	47	0	455	1	1	3	1
1	46	0	4	0	1	47	1	389	1	1	3	1
1	46	0	4	0	1	49	1	426	1	1	3	1
1	47	2	0	0	0	49	1	658	0	1	1	0
1	47	2	0	0	1	47	1	315	0	1	1	1
1	47	2	0	0	0	47	1	517	0	1	1	1
1	47	2	0	0	0	47	1	418	0	1	1	1
1	47	2	0	0	1	47	0	439	0	1	2	1
1	47	2	0	0	1	49	0	477	0	1	2	1
1	47	2	0	0	1	47	1	360	0	1	2	1
1	47	2	0	0	1	49	1	549	0	1	2	1
1	47	2	0	0	0	49	0	831	0	1	3	1
1	47	2	0	0	0	49	1	707	0	1	3	1
1	47	2	0	0	1	49	1	628	0	1	3	1
1	47	2	0	0	0	49	1	422	0	1	3	1
1	47	2	0	1	666	47	0	469	0	1	3	1
1	48	1	4	0	0	49	1	592	1	0	0	0
1	48	1	4	0	1	47	1	546	1	0	0	0
1	48	1	4	0	0	47	1	502	1	0	0	0
1	48	1	4	0	1	49	1	594	1	0	0	0
1	48	1	4	2	666	57	1	571	1	0	0	0
1	48	1	4	0	1	47	1	605	1	1	1	0
1	48	1	4	0	0	47	0	470	1	1	1	1
1	48	1	4	0	0	47	1	473	1	1	1	1
1	48	1	4	0	1	49	1	383	1	1	1	1
1	48	1	4	0	0	49	1	543	1	1	2	1
1	48	1	4	0	1	49	1	417	1	1	2	1
1	48	1	4	0	1	47	1	416	1	1	2	1
1	48	1	4	0	1	49	1	343	1	1	2	1
1	48	1	4	0	0	47	1	385	1	1	3	1
1	48	1	4	0	0	49	1	433	1	1	3	1
1	48	1	4	0	1	47	1	382	1	1	3	1
1	48	1	4	0	0	49	0	389	1	1	3	1
1	49	0	0	1	666	47	1	576	1	1	1	0
1	49	0	0	0	1	49	1	647	1	1	1	0
1	49	0	0	0	1	47	1	460	1	1	1	1
