subject	blocknr	blocktype	preDT	trialtype	congruency	response	correct	RT	P_correct	Pre_Post	mini_block	first_trial
48	48	1	4	0	1	47	1	663	1	0	0	0
48	48	1	4	0	1	49	1	579	1	0	0	0
48	48	1	4	0	0	49	1	463	1	0	0	0
48	48	1	4	0	0	47	1	574	1	0	0	0
48	48	1	4	2	666	57	1	562	1	0	0	0
48	48	1	4	0	1	49	1	531	1	1	1	0
48	48	1	4	0	1	47	1	568	1	1	1	1
48	48	1	4	0	0	49	1	511	1	1	1	1
48	48	1	4	0	1	49	1	533	1	1	1	1
48	48	1	4	0	0	49	1	502	1	1	2	1
48	48	1	4	0	0	49	1	418	1	1	2	1
48	48	1	4	0	1	49	1	491	1	1	2	1
48	48	1	4	0	0	47	1	608	1	1	2	1
48	48	1	4	0	1	47	1	480	1	1	3	1
48	48	1	4	0	1	47	1	461	1	1	3	1
48	48	1	4	0	0	47	1	459	1	1	3	1
48	48	1	4	0	0	47	1	435	1	1	3	1
48	49	0	0	1	666	47	1	605	1	1	1	0
48	49	0	0	0	1	49	1	555	1	1	1	0
48	49	0	0	0	1	47	1	540	1	1	1	1
48	49	0	0	0	0	47	1	514	1	1	1	1
48	49	0	0	0	1	47	1	585	1	1	1	1
48	49	0	0	0	0	47	1	498	1	1	2	1
48	49	0	0	0	0	47	1	431	1	1	2	1
48	49	0	0	0	1	49	0	458	1	1	2	1
48	49	0	0	0	1	0	0	1250	1	1	2	1
48	49	0	0	0	0	49	1	543	1	1	3	1
48	49	0	0	0	1	49	1	543	1	1	3	1
48	49	0	0	0	0	49	1	459	1	1	3	1
48	49	0	0	0	0	49	1	566	1	1	3	1
48	51	1	4	0	0	49	1	498	1	0	0	0
48	51	1	4	0	1	49	1	478	1	0	0	0
48	51	1	4	0	0	47	1	527	1	0	0	0
48	51	1	4	0	1	47	1	592	1	0	0	0
48	51	1	4	2	666	57	1	591	1	0	0	0
48	51	1	4	0	0	47	1	470	1	1	1	0
48	51	1	4	0	0	47	1	437	1	1	1	1
48	51	1	4	0	1	49	1	490	1	1	1	1
48	51	1	4	0	1	49	1	580	1	1	1	1
48	51	1	4	0	1	47	1	480	1	1	2	1
48	51	1	4	0	0	49	1	452	1	1	2	1
48	51	1	4	0	1	47	1	543	1	1	2	1
48	51	1	4	0	1	49	1	465	1	1	2	1
48	51	1	4	0	0	47	1	540	1	1	3	1
48	51	1	4	0	0	49	1	411	1	1	3	1
48	51	1	4	0	0	49	1	525	1	1	3	1
48	51	1	4	0	1	47	1	567	1	1	3	1
48	52	2	4	0	0	49	1	517	1	0	0	0
48	52	2	4	0	1	47	1	558	1	0	0	0
48	52	2	4	0	0	49	0	483	1	0	0	0
48	52	2	4	0	1	49	1	693	1	0	0	0
48	52	2	4	3	666	57	1	629	1	0	0	0
48	52	2	4	0	1	49	1	629	1	1	1	0
48	52	2	4	0	1	47	1	637	1	1	1	1
48	52	2	4	0	0	47	1	630	1	1	1	1
48	52	2	4	0	0	49	1	521	1	1	1	1
48	52	2	4	0	0	49	1	439	1	1	2	1
48	52	2	4	0	1	47	1	598	1	1	2	1
48	52	2	4	0	1	49	1	628	1	1	2	1
48	52	2	4	0	0	47	1	650	1	1	2	1
48	52	2	4	0	0	47	1	575	1	1	3	1
48	52	2	4	0	1	49	1	494	1	1	3	1
48	52	2	4	0	1	47	1	635	1	1	3	1
48	52	2	4	0	0	49	1	512	1	1	3	1
48	52	2	4	1	666	47	1	525	1	1	3	1
48	53	1	0	2	666	57	1	657	1	1	1	0
48	53	1	0	0	0	47	1	511	1	1	1	0
48	53	1	0	0	1	47	1	448	1	1	1	1
48	53	1	0	0	0	49	1	473	1	1	1	1
48	53	1	0	0	0	49	1	599	1	1	1	1
48	53	1	0	0	1	49	1	528	1	1	2	1
48	53	1	0	0	1	47	1	507	1	1	2	1
48	53	1	0	0	1	49	1	515	1	1	2	1
48	53	1	0	0	0	47	1	529	1	1	2	1
48	53	1	0	0	0	47	1	557	1	1	3	1
48	53	1	0	0	1	49	1	653	1	1	3	1
48	53	1	0	0	1	47	1	570	1	1	3	1
48	53	1	0	0	0	49	1	588	1	1	3	1
48	54	2	0	0	0	47	1	514	1	1	1	0
48	54	2	0	0	1	47	1	602	1	1	1	1
48	54	2	0	0	0	47	1	465	1	1	1	1
48	54	2	0	0	0	49	1	522	1	1	1	1
48	54	2	0	0	1	49	1	604	1	1	2	1
48	54	2	0	0	0	47	1	595	1	1	2	1
48	54	2	0	0	1	47	1	847	1	1	2	1
48	54	2	0	0	1	49	1	452	1	1	2	1
48	54	2	0	0	1	47	1	667	1	1	3	1
48	54	2	0	0	0	49	1	640	1	1	3	1
48	54	2	0	0	1	49	1	589	1	1	3	1
48	54	2	0	0	0	49	1	534	1	1	3	1
48	54	2	0	1	666	49	1	611	1	1	3	1
48	55	0	0	1	666	49	1	597	1	1	1	0
48	55	0	0	0	1	49	1	568	1	1	1	0
48	55	0	0	0	1	49	1	601	1	1	1	1
48	55	0	0	0	1	47	1	549	1	1	1	1
48	55	0	0	0	0	49	1	547	1	1	1	1
48	55	0	0	0	0	47	1	548	1	1	2	1
48	55	0	0	0	1	47	1	652	1	1	2	1
48	55	0	0	0	0	47	1	539	1	1	2	1
48	55	0	0	0	0	49	1	550	1	1	2	1
48	55	0	0	0	1	47	1	540	1	1	3	1
48	55	0	0	0	0	49	1	461	1	1	3	1
48	55	0	0	0	0	47	1	610	1	1	3	1
48	55	0	0	0	1	49	1	508	1	1	3	1
48	56	0	4	0	0	49	1	503	1	0	0	0
48	56	0	4	0	0	47	1	465	1	0	0	0
48	56	0	4	0	1	47	1	488	1	0	0	0
48	56	0	4	0	1	49	1	516	1	0	0	0
48	56	0	4	1	666	49	1	511	1	0	0	0
48	56	0	4	0	0	49	1	580	1	1	1	0
48	56	0	4	0	1	47	1	491	1	1	1	1
48	56	0	4	0	1	47	1	554	1	1	1	1
48	56	0	4	0	1	47	1	452	1	1	1	1
48	56	0	4	0	1	49	1	577	1	1	2	1
48	56	0	4	0	1	49	1	650	1	1	2	1
48	56	0	4	0	0	47	1	550	1	1	2	1
48	56	0	4	0	0	49	1	516	1	1	2	1
48	56	0	4	0	0	49	1	528	1	1	3	1
48	56	0	4	0	0	47	1	663	1	1	3	1
48	56	0	4	0	0	47	1	527	1	1	3	1
48	56	0	4	0	1	49	1	553	1	1	3	1
49	9	2	4	0	0	47	1	888	1	0	0	0
49	9	2	4	0	0	49	1	440	1	0	0	0
49	9	2	4	0	1	47	1	1040	1	0	0	0
49	9	2	4	0	1	49	1	669	1	0	0	0
49	9	2	4	3	666	57	1	865	1	0	0	0
49	9	2	4	0	0	47	1	587	1	1	1	0
49	9	2	4	0	0	49	1	631	1	1	1	1
49	9	2	4	0	1	49	1	1148	1	1	1	1
49	9	2	4	0	1	49	1	676	1	1	1	1
49	9	2	4	0	0	47	1	648	1	1	2	1
49	9	2	4	0	1	49	0	845	1	1	2	1
49	9	2	4	0	0	49	1	692	1	1	2	1
49	9	2	4	0	1	49	0	838	1	1	2	1
49	9	2	4	0	1	47	1	1058	1	1	3	1
49	9	2	4	0	1	49	1	883	1	1	3	1
49	9	2	4	0	0	49	1	808	1	1	3	1
49	9	2	4	0	0	47	1	702	1	1	3	1
49	9	2	4	1	666	47	1	1035	1	1	3	1
49	10	0	0	1	666	47	1	798	1	1	1	0
49	10	0	0	0	1	49	0	1115	1	1	1	0
49	10	0	0	0	0	49	1	729	1	1	1	1
49	10	0	0	0	0	47	1	1046	1	1	1	1
49	10	0	0	0	1	49	1	684	1	1	1	1
49	10	0	0	0	0	49	1	966	1	1	2	1
49	10	0	0	0	1	49	1	751	1	1	2	1
49	10	0	0	0	1	49	1	628	1	1	2	1
49	10	0	0	0	0	47	1	752	1	1	2	1
49	10	0	0	0	0	47	1	585	1	1	3	1
49	10	0	0	0	1	49	0	639	1	1	3	1
49	10	0	0	0	0	47	0	777	1	1	3	1
49	10	0	0	0	1	47	1	984	1	1	3	1
49	11	1	4	0	1	49	1	796	1	0	0	0
49	11	1	4	0	0	49	1	674	1	0	0	0
49	11	1	4	0	0	47	1	1017	1	0	0	0
49	11	1	4	0	1	47	1	786	1	0	0	0
49	11	1	4	2	666	57	1	788	1	0	0	0
49	11	1	4	0	1	49	1	766	1	1	1	0
49	11	1	4	0	1	0	0	1250	1	1	1	1
49	11	1	4	0	1	47	1	844	1	1	1	1
49	11	1	4	0	1	49	1	684	1	1	1	1
49	11	1	4	0	1	47	0	842	1	1	2	1
49	11	1	4	0	1	49	0	1016	1	1	2	1
49	11	1	4	0	0	47	1	719	1	1	2	1
49	11	1	4	0	0	47	1	822	1	1	2	1
49	11	1	4	0	0	49	1	565	1	1	3	1
49	11	1	4	0	0	49	1	563	1	1	3	1
49	11	1	4	0	0	47	1	810	1	1	3	1
49	11	1	4	0	0	49	1	671	1	1	3	1
49	12	0	4	0	0	47	1	912	1	0	0	0
49	12	0	4	0	0	49	1	651	1	0	0	0
49	12	0	4	0	1	49	1	629	1	0	0	0
49	12	0	4	0	1	47	1	943	1	0	0	0
49	12	0	4	1	666	47	1	874	1	0	0	0
49	12	0	4	0	0	49	1	940	1	1	1	0
49	12	0	4	0	1	47	0	769	1	1	1	1
49	12	0	4	0	0	49	1	739	1	1	1	1
49	12	0	4	0	0	47	1	757	1	1	1	1
49	12	0	4	0	0	47	1	556	1	1	2	1
49	12	0	4	0	1	47	1	499	1	1	2	1
49	12	0	4	0	1	49	1	733	1	1	2	1
49	12	0	4	0	1	47	1	729	1	1	2	1
49	12	0	4	0	0	47	1	662	1	1	3	1
49	12	0	4	0	1	49	1	584	1	1	3	1
49	12	0	4	0	1	47	1	538	1	1	3	1
49	12	0	4	0	0	47	0	542	1	1	3	1
49	13	1	0	2	666	57	1	844	1	1	1	0
49	13	1	0	0	1	49	0	887	1	1	1	0
49	13	1	0	0	1	47	1	1054	1	1	1	1
49	13	1	0	0	0	49	1	655	1	1	1	1
49	13	1	0	0	0	49	1	790	1	1	1	1
49	13	1	0	0	0	47	1	623	1	1	2	1
49	13	1	0	0	1	47	1	443	1	1	2	1
49	13	1	0	0	0	49	1	637	1	1	2	1
49	13	1	0	0	0	47	1	621	1	1	2	1
49	13	1	0	0	1	49	1	812	1	1	3	1
49	13	1	0	0	1	49	1	605	1	1	3	1
49	13	1	0	0	0	47	1	768	1	1	3	1
49	13	1	0	0	1	49	1	584	1	1	3	1
49	14	2	0	0	0	0	0	1250	1	1	1	0
49	14	2	0	0	1	0	0	1250	1	1	1	1
49	14	2	0	0	1	0	0	1250	1	1	1	1
49	14	2	0	0	1	47	1	582	1	1	1	1
49	14	2	0	0	0	49	1	540	1	1	2	1
49	14	2	0	0	0	49	1	545	1	1	2	1
49	14	2	0	0	0	49	1	437	1	1	2	1
49	14	2	0	0	0	47	1	621	1	1	2	1
49	14	2	0	0	1	49	0	541	1	1	3	1
49	14	2	0	0	0	47	1	880	1	1	3	1
49	14	2	0	0	1	49	1	810	1	1	3	1
49	14	2	0	0	1	47	1	659	1	1	3	1
49	14	2	0	1	666	47	1	1077	1	1	3	1
49	16	0	0	1	666	49	1	954	1	1	1	0
49	16	0	0	0	0	47	1	834	1	1	1	0
49	16	0	0	0	1	47	0	728	1	1	1	1
49	16	0	0	0	0	49	1	704	1	1	1	1
49	16	0	0	0	1	49	1	553	1	1	1	1
49	16	0	0	0	1	47	1	800	1	1	2	1
49	16	0	0	0	1	49	1	526	1	1	2	1
49	16	0	0	0	0	47	0	614	1	1	2	1
49	16	0	0	0	0	49	0	1022	1	1	2	1
49	16	0	0	0	0	47	0	720	1	1	3	1
49	16	0	0	0	1	47	1	943	1	1	3	1
49	16	0	0	0	0	0	0	1250	1	1	3	1
49	16	0	0	0	1	47	1	596	1	1	3	1
49	17	2	4	0	0	49	1	675	0	0	0	0
49	17	2	4	0	0	47	1	715	0	0	0	0
49	17	2	4	0	1	47	1	619	0	0	0	0
49	17	2	4	0	1	49	1	507	0	0	0	0
49	17	2	4	3	666	57	1	894	0	0	0	0
49	17	2	4	0	1	47	1	762	0	1	1	0
49	17	2	4	0	0	49	0	628	0	1	1	1
49	17	2	4	0	1	47	0	771	0	1	1	1
49	17	2	4	0	0	49	1	1023	0	1	1	1
49	17	2	4	0	1	47	1	1050	0	1	2	1
49	17	2	4	0	0	47	1	852	0	1	2	1
49	17	2	4	0	1	49	1	685	0	1	2	1
49	17	2	4	0	1	47	1	563	0	1	2	1
49	17	2	4	0	0	49	1	572	0	1	3	1
49	17	2	4	0	1	49	1	1163	0	1	3	1
49	17	2	4	0	0	47	1	596	0	1	3	1
49	17	2	4	0	0	49	1	528	0	1	3	1
49	17	2	4	1	666	0	0	1250	0	1	3	1
49	18	0	4	0	1	49	1	666	0	0	0	0
49	18	0	4	0	1	47	1	830	0	0	0	0
49	18	0	4	0	0	49	1	1091	0	0	0	0
49	18	0	4	0	0	49	0	771	0	0	0	0
49	18	0	4	1	666	47	0	1000	0	0	0	0
49	18	0	4	0	1	49	1	798	0	1	1	0
49	18	0	4	0	1	47	1	688	0	1	1	1
49	18	0	4	0	0	47	1	925	0	1	1	1
49	18	0	4	0	1	49	1	725	0	1	1	1
49	18	0	4	0	0	49	0	771	0	1	2	1
49	18	0	4	0	1	49	1	752	0	1	2	1
49	18	0	4	0	0	49	1	731	0	1	2	1
49	18	0	4	0	1	47	1	698	0	1	2	1
49	18	0	4	0	0	49	1	1127	0	1	3	1
49	18	0	4	0	0	49	1	885	0	1	3	1
49	18	0	4	0	1	47	1	741	0	1	3	1
49	18	0	4	0	0	47	1	940	0	1	3	1
49	19	2	0	0	0	47	1	703	1	1	1	0
49	19	2	0	0	1	49	1	710	1	1	1	1
49	19	2	0	0	1	49	1	1007	1	1	1	1
49	19	2	0	0	0	47	1	636	1	1	1	1
49	19	2	0	0	1	47	1	843	1	1	2	1
49	19	2	0	0	1	49	1	919	1	1	2	1
49	19	2	0	0	0	47	0	483	1	1	2	1
49	19	2	0	0	1	47	1	1243	1	1	2	1
49	19	2	0	0	0	47	0	806	1	1	3	1
49	19	2	0	0	0	49	1	912	1	1	3	1
49	19	2	0	0	1	47	1	583	1	1	3	1
49	19	2	0	0	0	47	1	707	1	1	3	1
49	19	2	0	1	666	47	1	939	1	1	3	1
49	20	1	0	2	666	57	1	1200	1	1	1	0
49	20	1	0	0	0	47	1	655	1	1	1	0
49	20	1	0	0	0	47	1	497	1	1	1	1
49	20	1	0	0	0	47	1	563	1	1	1	1
49	20	1	0	0	1	47	1	979	1	1	1	1
49	20	1	0	0	1	49	1	707	1	1	2	1
49	20	1	0	0	0	49	1	714	1	1	2	1
49	20	1	0	0	1	49	1	877	1	1	2	1
49	20	1	0	0	0	49	1	1020	1	1	2	1
49	20	1	0	0	1	49	1	609	1	1	3	1
49	20	1	0	0	0	49	1	637	1	1	3	1
49	20	1	0	0	1	47	1	845	1	1	3	1
49	20	1	0	0	1	47	1	730	1	1	3	1
49	21	1	4	0	0	49	1	773	1	0	0	0
49	21	1	4	0	0	47	1	745	1	0	0	0
49	21	1	4	0	1	47	1	539	1	0	0	0
49	21	1	4	0	1	49	1	780	1	0	0	0
49	21	1	4	2	666	57	1	1057	1	0	0	0
49	21	1	4	0	0	49	1	871	1	1	1	0
49	21	1	4	0	0	49	1	486	1	1	1	1
49	21	1	4	0	1	49	1	1058	1	1	1	1
49	21	1	4	0	1	0	0	1250	1	1	1	1
49	21	1	4	0	0	47	1	898	1	1	2	1
49	21	1	4	0	1	49	1	709	1	1	2	1
49	21	1	4	0	0	49	1	918	1	1	2	1
49	21	1	4	0	0	47	1	517	1	1	2	1
49	21	1	4	0	1	47	1	695	1	1	3	1
49	21	1	4	0	1	49	1	740	1	1	3	1
49	21	1	4	0	1	47	1	691	1	1	3	1
49	21	1	4	0	0	47	1	692	1	1	3	1
49	23	0	4	0	1	47	1	1247	1	0	0	0
49	23	0	4	0	0	49	1	630	1	0	0	0
49	23	0	4	0	0	47	1	755	1	0	0	0
49	23	0	4	0	1	49	1	767	1	0	0	0
49	23	0	4	1	666	47	1	807	1	0	0	0
49	23	0	4	0	0	49	1	748	1	1	1	0
49	23	0	4	0	0	49	1	765	1	1	1	1
49	23	0	4	0	1	47	1	777	1	1	1	1
49	23	0	4	0	1	49	1	1191	1	1	1	1
49	23	0	4	0	1	49	0	645	1	1	2	1
49	23	0	4	0	0	47	1	570	1	1	2	1
49	23	0	4	0	0	47	1	496	1	1	2	1
49	23	0	4	0	0	47	1	528	1	1	2	1
49	23	0	4	0	1	49	0	616	1	1	3	1
49	23	0	4	0	0	0	0	1250	1	1	3	1
49	23	0	4	0	1	49	1	708	1	1	3	1
49	23	0	4	0	1	49	1	668	1	1	3	1
49	24	2	0	0	1	47	1	1042	0	1	1	0
49	24	2	0	0	0	47	1	547	0	1	1	1
49	24	2	0	0	1	47	1	686	0	1	1	1
49	24	2	0	0	0	49	1	945	0	1	1	1
49	24	2	0	0	0	49	1	617	0	1	2	1
49	24	2	0	0	1	49	1	943	0	1	2	1
49	24	2	0	0	0	49	1	615	0	1	2	1
49	24	2	0	0	0	47	1	856	0	1	2	1
49	24	2	0	0	1	47	0	679	0	1	3	1
49	24	2	0	0	1	49	0	884	0	1	3	1
49	24	2	0	0	1	49	1	839	0	1	3	1
49	24	2	0	0	0	47	1	724	0	1	3	1
49	24	2	0	1	666	47	0	1140	0	1	3	1
49	25	2	4	0	1	49	1	723	0	0	0	0
49	25	2	4	0	0	49	1	746	0	0	0	0
49	25	2	4	0	1	0	0	1250	0	0	0	0
49	25	2	4	0	0	49	0	651	0	0	0	0
49	25	2	4	3	666	57	1	940	0	0	0	0
49	25	2	4	0	1	47	0	837	0	1	1	0
49	25	2	4	0	1	49	0	865	0	1	1	1
49	25	2	4	0	0	49	1	831	0	1	1	1
49	25	2	4	0	0	49	1	607	0	1	1	1
49	25	2	4	0	0	47	1	961	0	1	2	1
49	25	2	4	0	1	47	1	615	0	1	2	1
49	25	2	4	0	0	47	1	774	0	1	2	1
49	25	2	4	0	1	49	1	714	0	1	2	1
49	25	2	4	0	0	47	1	698	0	1	3	1
49	25	2	4	0	0	47	0	720	0	1	3	1
49	25	2	4	0	1	47	1	841	0	1	3	1
49	25	2	4	0	1	49	1	569	0	1	3	1
49	25	2	4	1	666	47	0	708	0	1	3	1
49	26	0	0	1	666	49	1	912	1	1	1	0
49	26	0	0	0	1	49	1	1033	1	1	1	0
49	26	0	0	0	1	49	0	1202	1	1	1	1
49	26	0	0	0	1	0	0	1250	1	1	1	1
49	26	0	0	0	1	47	1	665	1	1	1	1
49	26	0	0	0	0	49	1	731	1	1	2	1
49	26	0	0	0	1	49	1	845	1	1	2	1
49	26	0	0	0	0	49	1	550	1	1	2	1
49	26	0	0	0	0	47	1	843	1	1	2	1
49	26	0	0	0	0	49	1	1064	1	1	3	1
49	26	0	0	0	0	47	1	493	1	1	3	1
49	26	0	0	0	0	47	1	617	1	1	3	1
49	26	0	0	0	1	49	0	639	1	1	3	1
49	27	1	4	0	1	47	0	1002	0	0	0	0
49	27	1	4	0	0	47	1	705	0	0	0	0
49	27	1	4	0	0	49	1	622	0	0	0	0
49	27	1	4	0	1	47	1	722	0	0	0	0
49	27	1	4	2	666	0	0	1250	0	0	0	0
49	27	1	4	0	0	0	0	1250	0	1	1	0
49	27	1	4	0	1	49	1	636	0	1	1	1
49	27	1	4	0	1	47	1	833	0	1	1	1
49	27	1	4	0	0	49	1	969	0	1	1	1
49	27	1	4	0	1	49	1	833	0	1	2	1
49	27	1	4	0	0	49	0	717	0	1	2	1
49	27	1	4	0	0	49	1	1041	0	1	2	1
49	27	1	4	0	1	47	1	602	0	1	2	1
49	27	1	4	0	0	47	1	1013	0	1	3	1
49	27	1	4	0	1	47	1	584	0	1	3	1
49	27	1	4	0	1	49	1	684	0	1	3	1
49	27	1	4	0	0	47	1	617	0	1	3	1
49	28	1	0	2	666	57	1	789	1	1	1	0
49	28	1	0	0	0	47	1	632	1	1	1	0
49	28	1	0	0	0	47	1	555	1	1	1	1
49	28	1	0	0	0	47	1	542	1	1	1	1
49	28	1	0	0	1	49	1	703	1	1	1	1
49	28	1	0	0	1	49	1	845	1	1	2	1
49	28	1	0	0	1	47	1	886	1	1	2	1
49	28	1	0	0	1	49	1	540	1	1	2	1
49	28	1	0	0	0	47	0	333	1	1	2	1
49	28	1	0	0	1	47	1	719	1	1	3	1
49	28	1	0	0	0	49	1	664	1	1	3	1
49	28	1	0	0	0	49	1	822	1	1	3	1
49	28	1	0	0	1	47	1	1103	1	1	3	1
49	30	2	4	0	1	49	1	1175	1	0	0	0
49	30	2	4	0	0	49	1	613	1	0	0	0
49	30	2	4	0	0	47	1	596	1	0	0	0
49	30	2	4	0	1	47	1	753	1	0	0	0
49	30	2	4	3	666	57	1	788	1	0	0	0
49	30	2	4	0	0	47	1	633	1	1	1	0
49	30	2	4	0	0	49	1	688	1	1	1	1
49	30	2	4	0	0	49	1	869	1	1	1	1
49	30	2	4	0	1	49	1	517	1	1	1	1
49	30	2	4	0	1	47	1	819	1	1	2	1
49	30	2	4	0	1	47	1	1182	1	1	2	1
49	30	2	4	0	1	47	1	541	1	1	2	1
49	30	2	4	0	0	49	0	636	1	1	2	1
49	30	2	4	0	0	47	1	1144	1	1	3	1
49	30	2	4	0	0	49	1	672	1	1	3	1
49	30	2	4	0	1	0	0	1250	1	1	3	1
49	30	2	4	0	1	49	1	855	1	1	3	1
49	30	2	4	1	666	49	1	1005	1	1	3	1
49	31	0	4	0	0	49	1	909	0	0	0	0
49	31	0	4	0	1	47	0	1007	0	0	0	0
49	31	0	4	0	0	47	1	824	0	0	0	0
49	31	0	4	0	1	47	1	713	0	0	0	0
49	31	0	4	1	666	47	0	832	0	0	0	0
49	31	0	4	0	0	47	1	752	0	1	1	0
49	31	0	4	0	0	49	1	821	0	1	1	1
49	31	0	4	0	1	49	0	654	0	1	1	1
49	31	0	4	0	0	49	1	675	0	1	1	1
49	31	0	4	0	1	47	0	725	0	1	2	1
49	31	0	4	0	1	0	0	1250	0	1	2	1
49	31	0	4	0	0	0	0	1250	0	1	2	1
49	31	0	4	0	1	49	1	575	0	1	2	1
49	31	0	4	0	1	49	0	759	0	1	3	1
49	31	0	4	0	1	47	1	679	0	1	3	1
49	31	0	4	0	0	47	1	561	0	1	3	1
49	31	0	4	0	0	49	1	671	0	1	3	1
49	32	1	4	0	0	47	1	763	1	0	0	0
49	32	1	4	0	1	49	1	765	1	0	0	0
49	32	1	4	0	0	49	1	710	1	0	0	0
49	32	1	4	0	1	47	1	626	1	0	0	0
49	32	1	4	2	666	57	1	817	1	0	0	0
49	32	1	4	0	1	49	1	584	1	1	1	0
49	32	1	4	0	0	47	1	595	1	1	1	1
49	32	1	4	0	1	49	0	796	1	1	1	1
49	32	1	4	0	1	49	1	627	1	1	1	1
49	32	1	4	0	0	47	1	683	1	1	2	1
49	32	1	4	0	1	49	1	621	1	1	2	1
49	32	1	4	0	1	47	1	768	1	1	2	1
49	32	1	4	0	0	49	1	616	1	1	2	1
49	32	1	4	0	1	47	1	605	1	1	3	1
49	32	1	4	0	0	49	1	734	1	1	3	1
49	32	1	4	0	0	49	1	741	1	1	3	1
49	32	1	4	0	0	47	1	579	1	1	3	1
49	33	2	0	0	0	47	1	878	1	1	1	0
49	33	2	0	0	1	49	1	514	1	1	1	1
49	33	2	0	0	0	49	1	777	1	1	1	1
49	33	2	0	0	0	49	1	717	1	1	1	1
49	33	2	0	0	1	47	1	617	1	1	2	1
49	33	2	0	0	1	47	1	718	1	1	2	1
49	33	2	0	0	1	49	1	696	1	1	2	1
49	33	2	0	0	0	49	0	540	1	1	2	1
49	33	2	0	0	1	47	0	698	1	1	3	1
49	33	2	0	0	0	49	1	921	1	1	3	1
49	33	2	0	0	1	47	1	813	1	1	3	1
49	33	2	0	0	0	47	1	561	1	1	3	1
49	33	2	0	1	666	47	1	886	1	1	3	1
49	34	0	0	1	666	47	1	970	1	1	1	0
49	34	0	0	0	1	49	1	708	1	1	1	0
49	34	0	0	0	0	49	1	704	1	1	1	1
49	34	0	0	0	0	49	1	587	1	1	1	1
49	34	0	0	0	1	49	1	710	1	1	1	1
49	34	0	0	0	1	47	1	559	1	1	2	1
49	34	0	0	0	0	47	1	704	1	1	2	1
49	34	0	0	0	1	47	1	801	1	1	2	1
49	34	0	0	0	1	49	1	505	1	1	2	1
49	34	0	0	0	0	47	1	498	1	1	3	1
49	34	0	0	0	1	47	1	641	1	1	3	1
49	34	0	0	0	0	49	1	761	1	1	3	1
49	34	0	0	0	0	47	1	593	1	1	3	1
49	35	1	0	2	666	57	1	1124	1	1	1	0
49	35	1	0	0	1	49	1	893	1	1	1	0
49	35	1	0	0	1	49	1	649	1	1	1	1
49	35	1	0	0	0	49	1	1037	1	1	1	1
49	35	1	0	0	1	49	1	1148	1	1	1	1
49	35	1	0	0	1	47	1	834	1	1	2	1
49	35	1	0	0	1	47	1	482	1	1	2	1
49	35	1	0	0	0	47	1	598	1	1	2	1
49	35	1	0	0	0	49	1	507	1	1	2	1
49	35	1	0	0	1	47	1	592	1	1	3	1
49	35	1	0	0	0	49	1	544	1	1	3	1
49	35	1	0	0	0	47	1	470	1	1	3	1
49	35	1	0	0	0	47	1	575	1	1	3	1
49	37	2	0	0	0	47	1	563	1	1	1	0
49	37	2	0	0	1	47	1	573	1	1	1	1
49	37	2	0	0	1	47	0	802	1	1	1	1
49	37	2	0	0	1	49	1	571	1	1	1	1
49	37	2	0	0	0	49	1	519	1	1	2	1
49	37	2	0	0	0	49	1	756	1	1	2	1
49	37	2	0	0	1	47	1	666	1	1	2	1
49	37	2	0	0	0	47	1	965	1	1	2	1
49	37	2	0	0	0	49	1	653	1	1	3	1
49	37	2	0	0	1	47	1	642	1	1	3	1
49	37	2	0	0	1	47	0	704	1	1	3	1
49	37	2	0	0	0	47	1	617	1	1	3	1
49	37	2	0	1	666	49	1	1225	1	1	3	1
49	38	1	4	0	1	49	1	877	1	0	0	0
49	38	1	4	0	0	49	1	672	1	0	0	0
49	38	1	4	0	0	47	1	588	1	0	0	0
49	38	1	4	0	1	49	0	789	1	0	0	0
49	38	1	4	2	666	57	1	811	1	0	0	0
49	38	1	4	0	1	47	1	627	1	1	1	0
49	38	1	4	0	1	49	1	571	1	1	1	1
49	38	1	4	0	1	49	1	519	1	1	1	1
49	38	1	4	0	0	47	0	486	1	1	1	1
49	38	1	4	0	1	47	1	998	1	1	2	1
49	38	1	4	0	0	49	1	608	1	1	2	1
49	38	1	4	0	0	47	1	770	1	1	2	1
49	38	1	4	0	0	47	1	563	1	1	2	1
49	38	1	4	0	1	49	0	631	1	1	3	1
49	38	1	4	0	1	47	0	626	1	1	3	1
49	38	1	4	0	0	47	1	838	1	1	3	1
49	38	1	4	0	0	49	1	632	1	1	3	1
49	39	0	0	1	666	49	1	661	1	1	1	0
49	39	0	0	0	0	49	1	887	1	1	1	0
49	39	0	0	0	1	49	1	1227	1	1	1	1
49	39	0	0	0	0	49	1	716	1	1	1	1
49	39	0	0	0	0	47	1	812	1	1	1	1
49	39	0	0	0	0	47	1	753	1	1	2	1
49	39	0	0	0	0	49	1	496	1	1	2	1
49	39	0	0	0	1	47	0	954	1	1	2	1
49	39	0	0	0	1	47	1	910	1	1	2	1
49	39	0	0	0	1	47	0	908	1	1	3	1
49	39	0	0	0	1	47	1	700	1	1	3	1
49	39	0	0	0	0	47	1	864	1	1	3	1
49	39	0	0	0	1	47	1	450	1	1	3	1
49	40	2	4	0	0	47	1	511	1	0	0	0
49	40	2	4	0	1	49	1	684	1	0	0	0
49	40	2	4	0	1	47	1	617	1	0	0	0
49	40	2	4	0	0	49	1	594	1	0	0	0
49	40	2	4	3	666	57	1	887	1	0	0	0
49	40	2	4	0	0	47	1	675	1	1	1	0
