"value","trial_type","trial_index","time_elapsed","internal_node_id","id","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","view_history","rt","stimulus","trial_info","page_index1","page_index2","page_index3","success","response","inducer_run","diagnostic_run","inducer_trial","italic","correct_diag_response_side","correct_response_key","correct_response","correct_inducer_response_side","congruent","accuracy","open_feedback","interactive"
"","html-keyboard-response","10","164779","0.0-14.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","11","165522","0.0-15.0","cq7hhxa8","3440","1440","","","","","","","","","","","742","cea","practice","","","","","j","0","2","false","false","RIGHT","j","1","","","","",""
"","html-keyboard-response","12","166274","0.0-18.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","13","166941","0.0-19.0","cq7hhxa8","3440","1440","","","","","","","","","","","667","ysh","practice","","","","","j","0","3","false","false","RIGHT","j","1","","","","",""
"","html-keyboard-response","14","167705","0.0-22.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","15","168399","0.0-23.0","cq7hhxa8","3440","1440","","","","","","","","","","","695","ysh","practice","","","","","f","0","4","false","true","LEFT","f","1","","","","",""
"","html-keyboard-response","16","169151","0.0-26.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","17","169774","0.0-27.0","cq7hhxa8","3440","1440","","","","","","","","","","","624","ysh","practice","","","","","f","0","5","false","true","LEFT","f","1","","","","",""
"","html-keyboard-response","18","170530","0.0-30.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","19","171118","0.0-31.0","cq7hhxa8","3440","1440","","","","","","","","","","","588","cea","practice","","","","","j","0","6","false","true","LEFT","f","0","","","","",""
"","call-function","20","171118","0.0-33.0-0.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","21","171428","0.0-33.0-1.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","Wrong","Feedback","","","","","null","","","","","","","","","","","",""
"","call-function","22","171429","0.0-33.0-2.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","23","172179","0.0-34.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","24","172874","0.0-35.0","cq7hhxa8","3440","1440","","","","","","","","","","","695","cea","practice","","","","","j","0","7","false","false","RIGHT","j","1","","","","",""
"","html-keyboard-response","25","173631","0.0-38.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","26","174191","0.0-39.0","cq7hhxa8","3440","1440","","","","","","","","","","","559","cea","practice","","","","","j","0","8","false","false","RIGHT","j","1","","","","",""
"","html-keyboard-response","27","174943","0.0-42.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","28","175422","0.0-43.0","cq7hhxa8","3440","1440","","","","","","","","","","","480","cea","practice","","","","","j","0","9","false","false","RIGHT","j","1","","","","",""
"","html-keyboard-response","29","176208","0.0-46.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","30","182181","0.0-47.0","cq7hhxa8","3440","1440","","","","","","","","","","","5979","If cea press RIGHT | If ysh press LEFT","Inducer instructions","","","",""," ","1","","","","","","","","","","",""
"","html-keyboard-response","31","182944","0.0-50.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","32","183488","0.0-51.0","cq7hhxa8","3440","1440","","","","","","","","","","","544","cea","practice","","","","","j","0","0","false","false","RIGHT","j","1","","","","",""
"","html-keyboard-response","33","184239","0.0-54.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","34","184769","0.0-55.0","cq7hhxa8","3440","1440","","","","","","","","","","","529","cea","practice","","","","","j","0","1","false","false","RIGHT","j","1","","","","",""
"","html-keyboard-response","35","185519","0.0-58.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","36","186227","0.0-59.0","cq7hhxa8","3440","1440","","","","","","","","","","","710","cea","practice","","","","","f","0","2","false","true","LEFT","f","1","","","","",""
"","html-keyboard-response","37","186989","0.0-62.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","38","187732","0.0-63.0","cq7hhxa8","3440","1440","","","","","","","","","","","743","ysh","practice","","","","","f","0","3","false","false","RIGHT","j","0","","","","",""
"","call-function","39","187733","0.0-65.0-0.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","40","188043","0.0-65.0-1.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","Wrong","Feedback","","","","","null","","","","","","","","","","","",""
"","call-function","41","188044","0.0-65.0-2.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","42","188799","0.0-66.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","43","189608","0.0-67.0","cq7hhxa8","3440","1440","","","","","","","","","","","810","ysh","practice","","","","","j","0","4","false","false","RIGHT","j","1","","","","",""
"","html-keyboard-response","44","190365","0.0-70.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","45","191088","0.0-71.0","cq7hhxa8","3440","1440","","","","","","","","","","","723","cea","practice","","","","","j","0","5","false","false","RIGHT","j","1","","","","",""
"","html-keyboard-response","46","191841","0.0-74.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","47","192336","0.0-75.0","cq7hhxa8","3440","1440","","","","","","","","","","","495","cea","practice","","","","","j","0","6","false","false","RIGHT","j","1","","","","",""
"","html-keyboard-response","48","193096","0.0-78.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","49","193523","0.0-79.0","cq7hhxa8","3440","1440","","","","","","","","","","","426","ysh","practice","","","","","j","0","7","false","true","LEFT","f","0","","","","",""
"","call-function","50","193523","0.0-81.0-0.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","51","193848","0.0-81.0-1.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","Wrong","Feedback","","","","","null","","","","","","","","","","","",""
"","call-function","52","193849","0.0-81.0-2.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","53","194607","0.0-82.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","54","195603","0.0-83.0","cq7hhxa8","3440","1440","","","","","","","","","","","998","ysh","practice","","","","","j","0","8","false","false","RIGHT","j","1","","","","",""
"","html-keyboard-response","55","196355","0.0-86.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","56","196974","0.0-87.0","cq7hhxa8","3440","1440","","","","","","","","","","","619","cea","practice","","","","","j","0","9","false","false","RIGHT","j","1","","","","",""
"","html-keyboard-response","57","197762","0.0-90.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","58","198394","0.0-91.0","cq7hhxa8","3440","1440","","","","","","","","","","","632","ysh","Inducer trial","","","","","f","practice","","true","","","f","1","LEFT","","","",""
"","html-keyboard-response","59","202326","0.0-94.0","cq7hhxa8","3440","1440","","","","","","","","","","","3935","End practice","End of practice","","","",""," ","","","","","","","","","","","",""
"","html-keyboard-response","60","203081","0.0-95.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","61","211633","0.0-96.0","cq7hhxa8","3440","1440","","","","","","","","","","","8561","If oco press LEFT | If f.w press RIGHT","Inducer instructions","","","",""," ","0","","","","","","","","","","",""
"","html-keyboard-response","62","212392","0.0-97.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","63","213403","0.0-98.0","cq7hhxa8","3440","1440","","","","","","","","","","","1011","oco","Diagnostic trial","","","","","j","0","0","false","false","RIGHT","j","1","LEFT","false","","",""
"","html-keyboard-response","64","214161","0.0-101.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","65","214927","0.0-102.0","cq7hhxa8","3440","1440","","","","","","","","","","","767","f.w","Diagnostic trial","","","","","f","0","1","false","true","LEFT","f","1","RIGHT","false","","",""
"","html-keyboard-response","66","215691","0.0-105.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","67","216458","0.0-106.0","cq7hhxa8","3440","1440","","","","","","","","","","","767","f.w","Diagnostic trial","","","","","j","0","2","false","false","RIGHT","j","1","RIGHT","true","","",""
"","html-keyboard-response","68","217220","0.0-109.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","69","217799","0.0-110.0","cq7hhxa8","3440","1440","","","","","","","","","","","580","oco","Diagnostic trial","","","","","f","0","3","false","true","LEFT","f","1","LEFT","true","","",""
"","html-keyboard-response","70","218564","0.0-113.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","71","219342","0.0-114.0","cq7hhxa8","3440","1440","","","","","","","","","","","777","oco","Inducer trial","","","","","j","0","","true","","","f","0","LEFT","","","",""
"","call-function","72","219342","0.0-116.0-0.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","73","219654","0.0-116.0-1.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","Wrong","Feedback","","","","","null","","","","","","","","","","","",""
"","call-function","74","219654","0.0-116.0-2.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","75","221164","0.0-117.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - long","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","76","229510","0.0-118.0","cq7hhxa8","3440","1440","","","","","","","","","","","8355","If wue press LEFT | If m45 press RIGHT","Inducer instructions","","","",""," ","1","","","","","","","","","","",""
"","html-keyboard-response","77","230263","0.0-119.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","78","230863","0.0-120.0","cq7hhxa8","3440","1440","","","","","","","","","","","599","wue","Diagnostic trial","","","","","f","1","0","false","true","LEFT","f","1","LEFT","true","","",""
"","html-keyboard-response","79","231614","0.0-123.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","80","232224","0.0-124.0","cq7hhxa8","3440","1440","","","","","","","","","","","610","m45","Diagnostic trial","","","","","j","1","1","false","false","RIGHT","j","1","RIGHT","true","","",""
"","html-keyboard-response","81","232981","0.0-127.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","82","233497","0.0-128.0","cq7hhxa8","3440","1440","","","","","","","","","","","516","wue","Diagnostic trial","","","","","f","1","2","false","false","RIGHT","j","0","LEFT","false","","",""
"","call-function","83","233498","0.0-130.0-0.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","84","233799","0.0-130.0-1.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","Wrong","Feedback","","","","","null","","","","","","","","","","","",""
"","call-function","85","233799","0.0-130.0-2.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","86","234550","0.0-131.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","87","235253","0.0-132.0","cq7hhxa8","3440","1440","","","","","","","","","","","704","m45","Diagnostic trial","","","","","j","1","3","false","false","RIGHT","j","1","RIGHT","true","","",""
"","html-keyboard-response","88","236003","0.0-135.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","89","236613","0.0-136.0","cq7hhxa8","3440","1440","","","","","","","","","","","610","m45","Diagnostic trial","","","","","j","1","4","false","false","RIGHT","j","1","RIGHT","true","","",""
"","html-keyboard-response","90","237365","0.0-139.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","91","237895","0.0-140.0","cq7hhxa8","3440","1440","","","","","","","","","","","529","m45","Diagnostic trial","","","","","j","1","5","false","false","RIGHT","j","1","RIGHT","true","","",""
"","html-keyboard-response","92","238660","0.0-143.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","93","239153","0.0-144.0","cq7hhxa8","3440","1440","","","","","","","","","","","494","m45","Diagnostic trial","","","","","j","1","6","false","false","RIGHT","j","1","RIGHT","true","","",""
"","html-keyboard-response","94","239915","0.0-147.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","95","240375","0.0-148.0","cq7hhxa8","3440","1440","","","","","","","","","","","459","m45","Diagnostic trial","","","","","j","1","7","false","false","RIGHT","j","1","RIGHT","true","","",""
"","html-keyboard-response","96","241132","0.0-151.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","97","241865","0.0-152.0","cq7hhxa8","3440","1440","","","","","","","","","","","733","m45","Inducer trial","","","","","j","1","","true","","","j","1","RIGHT","","","",""
"","html-keyboard-response","98","243369","0.0-155.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - long","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","99","248011","0.0-156.0","cq7hhxa8","3440","1440","","","","","","","","","","","4645","If nh3 press RIGHT | If dym press LEFT","Inducer instructions","","","",""," ","2","","","","","","","","","","",""
"","html-keyboard-response","100","248764","0.0-157.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","101","249416","0.0-158.0","cq7hhxa8","3440","1440","","","","","","","","","","","654","dym","Diagnostic trial","","","","","f","2","0","false","true","LEFT","f","1","LEFT","true","","",""
"","html-keyboard-response","102","250178","0.0-161.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","103","250834","0.0-162.0","cq7hhxa8","3440","1440","","","","","","","","","","","656","nh3","Diagnostic trial","","","","","j","2","1","false","true","LEFT","f","0","RIGHT","false","","",""
"","call-function","104","250834","0.0-164.0-0.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","105","251149","0.0-164.0-1.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","Wrong","Feedback","","","","","null","","","","","","","","","","","",""
"","call-function","106","251149","0.0-164.0-2.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","107","251912","0.0-165.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","108","252751","0.0-166.0","cq7hhxa8","3440","1440","","","","","","","","","","","839","dym","Diagnostic trial","","","","","j","2","2","false","false","RIGHT","j","1","LEFT","false","","",""
"","html-keyboard-response","109","253510","0.0-169.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","110","254316","0.0-170.0","cq7hhxa8","3440","1440","","","","","","","","","","","806","dym","Diagnostic trial","","","","","f","2","3","false","false","RIGHT","j","0","LEFT","false","","",""
"","call-function","111","254317","0.0-172.0-0.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","112","254622","0.0-172.0-1.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","Wrong","Feedback","","","","","null","","","","","","","","","","","",""
"","call-function","113","254622","0.0-172.0-2.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","114","255449","0.0-173.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","115","256002","0.0-174.0","cq7hhxa8","3440","1440","","","","","","","","","","","554","dym","Diagnostic trial","","","","","f","2","4","false","false","RIGHT","j","0","LEFT","false","","",""
"","call-function","116","256002","0.0-176.0-0.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","117","256308","0.0-176.0-1.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","Wrong","Feedback","","","","","null","","","","","","","","","","","",""
"","call-function","118","256308","0.0-176.0-2.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","119","257067","0.0-177.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","120","257698","0.0-178.0","cq7hhxa8","3440","1440","","","","","","","","","","","630","nh3","Diagnostic trial","","","","","j","2","5","false","false","RIGHT","j","1","RIGHT","true","","",""
"","html-keyboard-response","121","258459","0.0-181.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","122","259162","0.0-182.0","cq7hhxa8","3440","1440","","","","","","","","","","","704","nh3","Diagnostic trial","","","","","j","2","6","false","false","RIGHT","j","1","RIGHT","true","","",""
"","html-keyboard-response","123","259924","0.0-185.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","124","260596","0.0-186.0","cq7hhxa8","3440","1440","","","","","","","","","","","672","nh3","Diagnostic trial","","","","","j","2","7","false","true","LEFT","f","0","RIGHT","false","","",""
"","call-function","125","260596","0.0-188.0-0.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","126","260899","0.0-188.0-1.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","Wrong","Feedback","","","","","null","","","","","","","","","","","",""
"","call-function","127","260899","0.0-188.0-2.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","128","261654","0.0-189.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","129","262209","0.0-190.0","cq7hhxa8","3440","1440","","","","","","","","","","","554","nh3","Diagnostic trial","","","","","j","2","8","false","true","LEFT","f","0","RIGHT","false","","",""
"","call-function","130","262209","0.0-192.0-0.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","131","262521","0.0-192.0-1.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","Wrong","Feedback","","","","","null","","","","","","","","","","","",""
"","call-function","132","262521","0.0-192.0-2.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","133","263273","0.0-193.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","134","264300","0.0-194.0","cq7hhxa8","3440","1440","","","","","","","","","","","1028","dym","Diagnostic trial","","","","","j","2","9","false","false","RIGHT","j","1","LEFT","false","","",""
"","html-keyboard-response","135","265051","0.0-197.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","136","265906","0.0-198.0","cq7hhxa8","3440","1440","","","","","","","","","","","854","nh3","Diagnostic trial","","","","","j","2","10","false","true","LEFT","f","0","RIGHT","false","","",""
"","call-function","137","265906","0.0-200.0-0.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","138","266214","0.0-200.0-1.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","Wrong","Feedback","","","","","null","","","","","","","","","","","",""
"","call-function","139","266215","0.0-200.0-2.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","140","266978","0.0-201.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","141","268012","0.0-202.0","cq7hhxa8","3440","1440","","","","","","","","","","","1033","dym","Diagnostic trial","","","","","f","2","11","false","true","LEFT","f","1","LEFT","true","","",""
"","html-keyboard-response","142","268767","0.0-205.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","143","269695","0.0-206.0","cq7hhxa8","3440","1440","","","","","","","","","","","928","nh3","Inducer trial","","","","","j","2","","true","","","j","1","RIGHT","","","",""
"","html-keyboard-response","144","271201","0.0-209.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - long","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","145","284104","0.0-210.0","cq7hhxa8","3440","1440","","","","","","","","","","","12903","If lgs press LEFT | If lfd press RIGHT","Inducer instructions","","","",""," ","3","","","","","","","","","","",""
"","html-keyboard-response","146","284863","0.0-211.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","147","285567","0.0-212.0","cq7hhxa8","3440","1440","","","","","","","","","","","703","lgs","Diagnostic trial","","","","","f","3","0","false","false","RIGHT","j","0","LEFT","false","","",""
"","call-function","148","285567","0.0-214.0-0.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","149","285873","0.0-214.0-1.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","Wrong","Feedback","","","","","null","","","","","","","","","","","",""
"","call-function","150","285873","0.0-214.0-2.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","151","286637","0.0-215.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","152","287505","0.0-216.0","cq7hhxa8","3440","1440","","","","","","","","","","","868","lfd","Diagnostic trial","","","","","j","3","1","false","true","LEFT","f","0","RIGHT","false","","",""
"","call-function","153","287505","0.0-218.0-0.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","154","287820","0.0-218.0-1.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","Wrong","Feedback","","","","","null","","","","","","","","","","","",""
"","call-function","155","287820","0.0-218.0-2.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","156","288582","0.0-219.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","157","289293","0.0-220.0","cq7hhxa8","3440","1440","","","","","","","","","","","710","lgs","Diagnostic trial","","","","","f","3","2","false","false","RIGHT","j","0","LEFT","false","","",""
"","call-function","158","289293","0.0-222.0-0.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","159","289598","0.0-222.0-1.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","Wrong","Feedback","","","","","null","","","","","","","","","","","",""
"","call-function","160","289598","0.0-222.0-2.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","161","290358","0.0-223.0","cq7hhxa8","3440","1440","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","",""
"","html-keyboard-response","162","291063","0.0-224.0","cq7hhxa8","3440","1440","","","","","","","","","","","704","lgs","Diagnostic trial","","","","","j","3","3","false","true","LEFT","f","0","LEFT","true","","",""
"","call-function","163","291064","0.0-226.0-0.0","cq7hhxa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
