"value","trial_type","trial_index","time_elapsed","internal_node_id","id","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","view_history","rt","stimulus","trial_info","page_index1","page_index2","page_index3","success","response","inducer_run","diagnostic_run","inducer_trial","italic","correct_diag_response_side","correct_response_key","correct","correct_response","correct_inducer_response_side","congruent","inducer_correct_response","slider_start","accuracy","gender","age","motivation_feedback","distraction","distraction_feedback","open_feedback"
"","html-keyboard-response","214","594227","0.0-314.0","6vxj24fa","1707","1067","","","","","","","","","","","818","bsl","Diagnostic trial","","","","","j","5","8","false","false","RIGHT","j","","true","LEFT","false","","","","","","","","",""
"","html-keyboard-response","215","594979","0.0-317.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","216","595475","0.0-318.0","6vxj24fa","1707","1067","","","","","","","","","","","496","wue","Diagnostic trial","","","","","f","5","9","false","true","LEFT","f","","true","RIGHT","false","","","","","","","","",""
"","html-keyboard-response","217","596227","0.0-321.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","218","597313","0.0-322.0","6vxj24fa","1707","1067","","","","","","","","","","","1086","bsl","Diagnostic trial","","","","","j","5","10","false","false","RIGHT","j","","true","LEFT","false","","","","","","","","",""
"","html-keyboard-response","219","598065","0.0-325.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","220","598627","0.0-326.0","6vxj24fa","1707","1067","","","","","","","","","","","562","bsl","Diagnostic trial","","","","","j","5","11","false","false","RIGHT","j","","true","LEFT","false","","","","","","","","",""
"","html-keyboard-response","221","599379","0.0-329.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","222","599979","0.0-330.0","6vxj24fa","1707","1067","","","","","","","","","","","599","bsl","Diagnostic trial","","","","","j","5","12","false","false","RIGHT","j","","true","LEFT","false","","","","","","","","",""
"","html-keyboard-response","223","600729","0.0-333.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","224","601319","0.0-334.0","6vxj24fa","1707","1067","","","","","","","","","","","590","bsl","Inducer trial","","","","","f","5","","true","","","f","","","LEFT","","true","","","","","","","",""
"","html-keyboard-response","225","602821","0.0-337.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - long","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","226","622822","0.0-338.0","6vxj24fa","1707","1067","","","","","","","","","","","null","If fef press RIGHT | If gft press LEFT","Inducer instructions","","","","","null","6","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","227","623575","0.0-339.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","228","624659","0.0-340.0","6vxj24fa","1707","1067","","","","","","","","","","","1083","fef","Diagnostic trial","","","","","f","6","0","false","true","LEFT","f","","true","RIGHT","false","","","","","","","","",""
"","html-keyboard-response","229","625410","0.0-343.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","230","626846","0.0-344.0","6vxj24fa","1707","1067","","","","","","","","","","","1434","gft","Diagnostic trial","","","","","f","6","1","false","false","RIGHT","j","","false","LEFT","false","","","","","","","","",""
"","call-function","231","626847","0.0-346.0-0.0","6vxj24fa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","232","627148","0.0-346.0-1.0","6vxj24fa","1707","1067","","","","","","","","","","","null","Wrong","Feedback","","","","","null","","","","","","","","","","","","","","","","","","",""
"","call-function","233","627149","0.0-346.0-2.0","6vxj24fa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","234","627901","0.0-347.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","235","628952","0.0-348.0","6vxj24fa","1707","1067","","","","","","","","","","","1050","fef","Diagnostic trial","","","","","f","6","2","false","true","LEFT","f","","true","RIGHT","false","","","","","","","","",""
"","html-keyboard-response","236","629704","0.0-351.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","237","631383","0.0-352.0","6vxj24fa","1707","1067","","","","","","","","","","","1679","fef","Diagnostic trial","","","","","j","6","3","false","false","RIGHT","j","","true","RIGHT","true","","","","","","","","",""
"","html-keyboard-response","238","632136","0.0-355.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","239","632842","0.0-356.0","6vxj24fa","1707","1067","","","","","","","","","","","705","fef","Diagnostic trial","","","","","j","6","4","false","false","RIGHT","j","","true","RIGHT","true","","","","","","","","",""
"","html-keyboard-response","240","633594","0.0-359.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","241","634440","0.0-360.0","6vxj24fa","1707","1067","","","","","","","","","","","846","fef","Diagnostic trial","","","","","f","6","5","false","true","LEFT","f","","true","RIGHT","false","","","","","","","","",""
"","html-keyboard-response","242","635192","0.0-363.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","243","635832","0.0-364.0","6vxj24fa","1707","1067","","","","","","","","","","","639","fef","Diagnostic trial","","","","","f","6","6","false","true","LEFT","f","","true","RIGHT","false","","","","","","","","",""
"","html-keyboard-response","244","636585","0.0-367.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","245","637317","0.0-368.0","6vxj24fa","1707","1067","","","","","","","","","","","731","gft","Diagnostic trial","","","","","f","6","7","false","true","LEFT","f","","true","LEFT","true","","","","","","","","",""
"","html-keyboard-response","246","638069","0.0-371.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","247","638648","0.0-372.0","6vxj24fa","1707","1067","","","","","","","","","","","578","gft","Diagnostic trial","","","","","f","6","8","false","false","RIGHT","j","","false","LEFT","false","","","","","","","","",""
"","call-function","248","638648","0.0-374.0-0.0","6vxj24fa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","249","638950","0.0-374.0-1.0","6vxj24fa","1707","1067","","","","","","","","","","","null","Wrong","Feedback","","","","","null","","","","","","","","","","","","","","","","","","",""
"","call-function","250","638950","0.0-374.0-2.0","6vxj24fa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","251","639702","0.0-375.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","252","641570","0.0-376.0","6vxj24fa","1707","1067","","","","","","","","","","","1867","fef","Diagnostic trial","","","","","j","6","9","false","false","RIGHT","j","","true","RIGHT","true","","","","","","","","",""
"","html-keyboard-response","253","642323","0.0-379.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","254","643716","0.0-380.0","6vxj24fa","1707","1067","","","","","","","","","","","1393","fef","Diagnostic trial","","","","","f","6","10","false","true","LEFT","f","","true","RIGHT","false","","","","","","","","",""
"","html-keyboard-response","255","644468","0.0-383.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","256","645154","0.0-384.0","6vxj24fa","1707","1067","","","","","","","","","","","685","fef","Diagnostic trial","","","","","f","6","11","false","true","LEFT","f","","true","RIGHT","false","","","","","","","","",""
"","html-keyboard-response","257","645905","0.0-387.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","258","646645","0.0-388.0","6vxj24fa","1707","1067","","","","","","","","","","","739","gft","Diagnostic trial","","","","","f","6","12","false","true","LEFT","f","","true","LEFT","true","","","","","","","","",""
"","html-keyboard-response","259","647396","0.0-391.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","260","648272","0.0-392.0","6vxj24fa","1707","1067","","","","","","","","","","","874","fef","Diagnostic trial","","","","","j","6","13","false","false","RIGHT","j","","true","RIGHT","true","","","","","","","","",""
"","html-keyboard-response","261","649023","0.0-395.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","262","650332","0.0-396.0","6vxj24fa","1707","1067","","","","","","","","","","","1308","fef","Diagnostic trial","","","","","f","6","14","false","true","LEFT","f","","true","RIGHT","false","","","","","","","","",""
"","html-keyboard-response","263","651084","0.0-399.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","264","651539","0.0-400.0","6vxj24fa","1707","1067","","","","","","","","","","","454","fef","Diagnostic trial","","","","","f","6","15","false","true","LEFT","f","","true","RIGHT","false","","","","","","","","",""
"","html-keyboard-response","265","652291","0.0-403.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","266","652884","0.0-404.0","6vxj24fa","1707","1067","","","","","","","","","","","592","gft","Inducer trial","","","","","f","6","","true","","","f","","","LEFT","","true","","","","","","","",""
"","html-keyboard-response","267","654385","0.0-407.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - long","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","268","674387","0.0-408.0","6vxj24fa","1707","1067","","","","","","","","","","","null","If scy press RIGHT | If ibb press LEFT","Inducer instructions","","","","","null","7","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","269","675138","0.0-409.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","270","675867","0.0-410.0","6vxj24fa","1707","1067","","","","","","","","","","","728","ibb","Diagnostic trial","","","","","f","7","0","false","false","RIGHT","j","","false","LEFT","false","","","","","","","","",""
"","call-function","271","675868","0.0-412.0-0.0","6vxj24fa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","272","676169","0.0-412.0-1.0","6vxj24fa","1707","1067","","","","","","","","","","","null","Wrong","Feedback","","","","","null","","","","","","","","","","","","","","","","","","",""
"","call-function","273","676170","0.0-412.0-2.0","6vxj24fa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","274","676921","0.0-413.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","275","678207","0.0-414.0","6vxj24fa","1707","1067","","","","","","","","","","","1286","scy","Diagnostic trial","","","","","f","7","1","false","true","LEFT","f","","true","RIGHT","false","","","","","","","","",""
"","html-keyboard-response","276","678960","0.0-417.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","277","679560","0.0-418.0","6vxj24fa","1707","1067","","","","","","","","","","","600","scy","Diagnostic trial","","","","","f","7","2","false","true","LEFT","f","","true","RIGHT","false","","","","","","","","",""
"","html-keyboard-response","278","680312","0.0-421.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","279","681875","0.0-422.0","6vxj24fa","1707","1067","","","","","","","","","","","1563","ibb","Diagnostic trial","","","","","f","7","3","false","true","LEFT","f","","true","LEFT","true","","","","","","","","",""
"","html-keyboard-response","280","682628","0.0-425.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","281","683599","0.0-426.0","6vxj24fa","1707","1067","","","","","","","","","","","971","scy","Diagnostic trial","","","","","f","7","4","false","true","LEFT","f","","true","RIGHT","false","","","","","","","","",""
"","html-keyboard-response","282","684351","0.0-429.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","283","685479","0.0-430.0","6vxj24fa","1707","1067","","","","","","","","","","","1127","ibb","Diagnostic trial","","","","","f","7","5","false","false","RIGHT","j","","false","LEFT","false","","","","","","","","",""
"","call-function","284","685479","0.0-432.0-0.0","6vxj24fa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","285","685780","0.0-432.0-1.0","6vxj24fa","1707","1067","","","","","","","","","","","null","Wrong","Feedback","","","","","null","","","","","","","","","","","","","","","","","","",""
"","call-function","286","685780","0.0-432.0-2.0","6vxj24fa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","287","686532","0.0-433.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","288","687340","0.0-434.0","6vxj24fa","1707","1067","","","","","","","","","","","807","ibb","Diagnostic trial","","","","","f","7","6","false","true","LEFT","f","","true","LEFT","true","","","","","","","","",""
"","html-keyboard-response","289","688091","0.0-437.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","290","688742","0.0-438.0","6vxj24fa","1707","1067","","","","","","","","","","","650","ibb","Diagnostic trial","","","","","j","7","7","false","false","RIGHT","j","","true","LEFT","false","","","","","","","","",""
"","html-keyboard-response","291","689493","0.0-441.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","292","690888","0.0-442.0","6vxj24fa","1707","1067","","","","","","","","","","","1394","ibb","Diagnostic trial","","","","","j","7","8","false","false","RIGHT","j","","true","LEFT","false","","","","","","","","",""
"","html-keyboard-response","293","691640","0.0-445.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","294","692680","0.0-446.0","6vxj24fa","1707","1067","","","","","","","","","","","1039","scy","Diagnostic trial","","","","","f","7","9","false","false","RIGHT","j","","false","RIGHT","true","","","","","","","","",""
"","call-function","295","692680","0.0-448.0-0.0","6vxj24fa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","296","692982","0.0-448.0-1.0","6vxj24fa","1707","1067","","","","","","","","","","","null","Wrong","Feedback","","","","","null","","","","","","","","","","","","","","","","","","",""
"","call-function","297","692982","0.0-448.0-2.0","6vxj24fa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","298","693733","0.0-449.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","299","694340","0.0-450.0","6vxj24fa","1707","1067","","","","","","","","","","","605","ibb","Diagnostic trial","","","","","j","7","10","false","false","RIGHT","j","","true","LEFT","false","","","","","","","","",""
"","html-keyboard-response","300","695091","0.0-453.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","301","695932","0.0-454.0","6vxj24fa","1707","1067","","","","","","","","","","","840","scy","Diagnostic trial","","","","","j","7","11","false","false","RIGHT","j","","true","RIGHT","true","","","","","","","","",""
"","html-keyboard-response","302","696683","0.0-457.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","303","697335","0.0-458.0","6vxj24fa","1707","1067","","","","","","","","","","","651","scy","Diagnostic trial","","","","","j","7","12","false","false","RIGHT","j","","true","RIGHT","true","","","","","","","","",""
"","html-keyboard-response","304","698088","0.0-461.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","305","698602","0.0-462.0","6vxj24fa","1707","1067","","","","","","","","","","","514","scy","Diagnostic trial","","","","","j","7","13","false","false","RIGHT","j","","true","RIGHT","true","","","","","","","","",""
"","html-keyboard-response","306","699368","0.0-465.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","307","700159","0.0-466.0","6vxj24fa","1707","1067","","","","","","","","","","","790","ibb","Diagnostic trial","","","","","j","7","14","false","false","RIGHT","j","","true","LEFT","false","","","","","","","","",""
"","html-keyboard-response","308","700911","0.0-469.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","309","701406","0.0-470.0","6vxj24fa","1707","1067","","","","","","","","","","","494","ibb","Diagnostic trial","","","","","f","7","15","false","true","LEFT","f","","true","LEFT","true","","","","","","","","",""
"","html-keyboard-response","310","702158","0.0-473.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","311","702714","0.0-474.0","6vxj24fa","1707","1067","","","","","","","","","","","555","scy","Inducer trial","","","","","f","7","","true","","","j","","","RIGHT","","false","","","","","","","",""
"","html-keyboard-response","312","704215","0.0-477.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - long","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","313","724216","0.0-478.0","6vxj24fa","1707","1067","","","","","","","","","","","null","If olt press RIGHT | If efr press LEFT","Inducer instructions","","","","","null","8","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","314","724967","0.0-479.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","315","725695","0.0-480.0","6vxj24fa","1707","1067","","","","","","","","","","","727","olt","Diagnostic trial","","","","","j","8","0","false","false","RIGHT","j","","true","RIGHT","true","","","","","","","","",""
"","html-keyboard-response","316","726447","0.0-483.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","317","727291","0.0-484.0","6vxj24fa","1707","1067","","","","","","","","","","","844","olt","Diagnostic trial","","","","","f","8","1","false","true","LEFT","f","","true","RIGHT","false","","","","","","","","",""
"","html-keyboard-response","318","728043","0.0-487.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","319","728803","0.0-488.0","6vxj24fa","1707","1067","","","","","","","","","","","760","olt","Diagnostic trial","","","","","f","8","2","false","true","LEFT","f","","true","RIGHT","false","","","","","","","","",""
"","html-keyboard-response","320","729556","0.0-491.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","321","730226","0.0-492.0","6vxj24fa","1707","1067","","","","","","","","","","","669","olt","Diagnostic trial","","","","","f","8","3","false","true","LEFT","f","","true","RIGHT","false","","","","","","","","",""
"","html-keyboard-response","322","730978","0.0-495.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","323","731588","0.0-496.0","6vxj24fa","1707","1067","","","","","","","","","","","609","olt","Diagnostic trial","","","","","f","8","4","false","true","LEFT","f","","true","RIGHT","false","","","","","","","","",""
"","html-keyboard-response","324","732339","0.0-499.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","325","734341","0.0-500.0","6vxj24fa","1707","1067","","","","","","","","","","","null","efr","Diagnostic trial","","","","","null","8","5","false","false","RIGHT","j","null","","LEFT","false","","","","","","","","",""
"","call-function","326","734342","0.0-501.0-0.0","6vxj24fa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","327","734644","0.0-501.0-1.0","6vxj24fa","1707","1067","","","","","","","","","","","null","Slow","Feedback","","","","","null","","","","","","","","","","","","","","","","","","",""
"","call-function","328","734644","0.0-501.0-2.0","6vxj24fa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","329","735396","0.0-503.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","330","736243","0.0-504.0","6vxj24fa","1707","1067","","","","","","","","","","","846","efr","Diagnostic trial","","","","","f","8","6","false","true","LEFT","f","","true","LEFT","true","","","","","","","","",""
"","html-keyboard-response","331","736994","0.0-507.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","332","737952","0.0-508.0","6vxj24fa","1707","1067","","","","","","","","","","","958","efr","Diagnostic trial","","","","","f","8","7","false","false","RIGHT","j","","false","LEFT","false","","","","","","","","",""
"","call-function","333","737953","0.0-510.0-0.0","6vxj24fa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","334","738255","0.0-510.0-1.0","6vxj24fa","1707","1067","","","","","","","","","","","null","Wrong","Feedback","","","","","null","","","","","","","","","","","","","","","","","","",""
"","call-function","335","738255","0.0-510.0-2.0","6vxj24fa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","336","739006","0.0-511.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","337","739872","0.0-512.0","6vxj24fa","1707","1067","","","","","","","","","","","865","efr","Inducer trial","","","","","f","8","","true","","","f","","","LEFT","","true","","","","","","","",""
"","html-keyboard-response","338","741374","0.0-515.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - long","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","339","761375","0.0-516.0","6vxj24fa","1707","1067","","","","","","","","","","","null","If tr6 press RIGHT | If k5u press LEFT","Inducer instructions","","","","","null","9","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","340","762127","0.0-517.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","341","763040","0.0-518.0","6vxj24fa","1707","1067","","","","","","","","","","","912","tr6","Diagnostic trial","","","","","j","9","0","false","false","RIGHT","j","","true","RIGHT","true","","","","","","","","",""
"","html-keyboard-response","342","763792","0.0-521.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","343","764329","0.0-522.0","6vxj24fa","1707","1067","","","","","","","","","","","536","tr6","Diagnostic trial","","","","","j","9","1","false","false","RIGHT","j","","true","RIGHT","true","","","","","","","","",""
"","html-keyboard-response","344","765081","0.0-525.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","345","766083","0.0-526.0","6vxj24fa","1707","1067","","","","","","","","","","","1002","k5u","Diagnostic trial","","","","","f","9","2","false","false","RIGHT","j","","false","LEFT","false","","","","","","","","",""
"","call-function","346","766085","0.0-528.0-0.0","6vxj24fa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","347","766398","0.0-528.0-1.0","6vxj24fa","1707","1067","","","","","","","","","","","null","Wrong","Feedback","","","","","null","","","","","","","","","","","","","","","","","","",""
"","call-function","348","766399","0.0-528.0-2.0","6vxj24fa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","349","767149","0.0-529.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","350","768251","0.0-530.0","6vxj24fa","1707","1067","","","","","","","","","","","1101","k5u","Diagnostic trial","","","","","j","9","3","false","true","LEFT","f","","false","LEFT","true","","","","","","","","",""
"","call-function","351","768252","0.0-532.0-0.0","6vxj24fa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","352","768553","0.0-532.0-1.0","6vxj24fa","1707","1067","","","","","","","","","","","null","Wrong","Feedback","","","","","null","","","","","","","","","","","","","","","","","","",""
"","call-function","353","768553","0.0-532.0-2.0","6vxj24fa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","354","769305","0.0-533.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","355","770164","0.0-534.0","6vxj24fa","1707","1067","","","","","","","","","","","858","tr6","Diagnostic trial","","","","","f","9","4","false","true","LEFT","f","","true","RIGHT","false","","","","","","","","",""
"","html-keyboard-response","356","770916","0.0-537.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","357","771934","0.0-538.0","6vxj24fa","1707","1067","","","","","","","","","","","1017","k5u","Diagnostic trial","","","","","j","9","5","false","false","RIGHT","j","","true","LEFT","false","","","","","","","","",""
"","html-keyboard-response","358","772685","0.0-541.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","359","773870","0.0-542.0","6vxj24fa","1707","1067","","","","","","","","","","","1185","k5u","Diagnostic trial","","","","","f","9","6","false","true","LEFT","f","","true","LEFT","true","","","","","","","","",""
"","html-keyboard-response","360","774623","0.0-545.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","361","775137","0.0-546.0","6vxj24fa","1707","1067","","","","","","","","","","","514","tr6","Diagnostic trial","","","","","f","9","7","false","true","LEFT","f","","true","RIGHT","false","","","","","","","","",""
"","html-keyboard-response","362","775888","0.0-549.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","363","776392","0.0-550.0","6vxj24fa","1707","1067","","","","","","","","","","","503","tr6","Diagnostic trial","","","","","j","9","8","false","false","RIGHT","j","","true","RIGHT","true","","","","","","","","",""
