"value","trial_type","trial_index","time_elapsed","internal_node_id","id","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","view_history","rt","stimulus","trial_info","page_index1","page_index2","page_index3","success","response","inducer_run","diagnostic_run","inducer_trial","italic","correct_diag_response_side","correct_response_key","correct","correct_response","correct_inducer_response_side","congruent","inducer_correct_response","slider_start","accuracy","gender","age","motivation_feedback","distraction","distraction_feedback","open_feedback"
"","html-keyboard-response","364","777144","0.0-553.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","365","779159","0.0-554.0","6vxj24fa","1707","1067","","","","","","","","","","","null","k5u","Diagnostic trial","","","","","null","9","9","false","true","LEFT","f","null","","LEFT","true","","","","","","","","",""
"","call-function","366","779160","0.0-555.0-0.0","6vxj24fa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","367","779461","0.0-555.0-1.0","6vxj24fa","1707","1067","","","","","","","","","","","null","Slow","Feedback","","","","","null","","","","","","","","","","","","","","","","","","",""
"","call-function","368","779462","0.0-555.0-2.0","6vxj24fa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","369","780214","0.0-557.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","370","780749","0.0-558.0","6vxj24fa","1707","1067","","","","","","","","","","","535","k5u","Diagnostic trial","","","","","f","9","10","false","true","LEFT","f","","true","LEFT","true","","","","","","","","",""
"","html-keyboard-response","371","781501","0.0-561.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","372","782249","0.0-562.0","6vxj24fa","1707","1067","","","","","","","","","","","748","tr6","Diagnostic trial","","","","","j","9","11","false","false","RIGHT","j","","true","RIGHT","true","","","","","","","","",""
"","html-keyboard-response","373","783001","0.0-565.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","374","783452","0.0-566.0","6vxj24fa","1707","1067","","","","","","","","","","","450","k5u","Diagnostic trial","","","","","f","9","12","false","true","LEFT","f","","true","LEFT","true","","","","","","","","",""
"","html-keyboard-response","375","784204","0.0-569.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","376","784795","0.0-570.0","6vxj24fa","1707","1067","","","","","","","","","","","591","k5u","Diagnostic trial","","","","","f","9","13","false","true","LEFT","f","","true","LEFT","true","","","","","","","","",""
"","html-keyboard-response","377","785547","0.0-573.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","378","786457","0.0-574.0","6vxj24fa","1707","1067","","","","","","","","","","","910","tr6","Diagnostic trial","","","","","j","9","14","false","false","RIGHT","j","","true","RIGHT","true","","","","","","","","",""
"","html-keyboard-response","379","787210","0.0-577.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","380","788045","0.0-578.0","6vxj24fa","1707","1067","","","","","","","","","","","834","tr6","Diagnostic trial","","","","","f","9","15","false","true","LEFT","f","","true","RIGHT","false","","","","","","","","",""
"","html-keyboard-response","381","788796","0.0-581.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - short","","","","","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","382","789443","0.0-582.0","6vxj24fa","1707","1067","","","","","","","","","","","646","k5u","Inducer trial","","","","","f","9","","true","","","f","","","LEFT","","true","","","","","","","",""
"","html-keyboard-response","383","790946","0.0-585.0","6vxj24fa","1707","1067","","","","","","","","","","","null","+","Fixation - long","","","","","null","","","","","","","","","","","","","","","","","","",""
"","call-function","384","790947","0.0-586.0","6vxj24fa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","385","799351","0.0-587.0","6vxj24fa","","","","","","","","","","","","","8403","You have now completed the central part of the experiment.<br>

    To complete the study, please answer the following questions:","","","","",""," ","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","386","821782","0.0-588.0","6vxj24fa","","","","","","","","","","","","","22429","<div style=""font-size:24px""> 
        People are motivated to various degrees for various reasons.<br> 
 
        There is nothing wrong with low motivation and kindly ask that you answer truthfully <br><br>

        How motivated were you to do well on the task?","","","","","","43","","","","","","","","","","","","50","","","","","","",""
"","survey","387","1229426","0.0-589.0","6vxj24fa","1707","1067","","","","","","","","","","","407617","gender-age-distraction-motivation-feedback","Demographics, motivation, distraction and feedback","","","","","{""motivaiton_feedback"":""I got frustrated because it felt like the instructions and the feedback were in conflict. That got my motivation down."",""P1_Q0"":null,""distraction"":2,""motivation_feedback"":"""",""gender"":""Male"",""age"":29,""open_feedback"":""The experiment looks and runs great!\n\nThe instructions were a bit unclear. I still struggle to understand the task. Example: When it said to press right when xxx and left when yyy, it would still give me feedback as if only the italics/normal text was the rule. Maybe I missed some cues to switch approaches.\n\nMaybe a trial run to hammer home the experiment procedure.""}","","","","","","","","","","","","","[]","Male","29","","2","","The experiment looks and runs great!

The instructions were a bit unclear. I still struggle to understand the task. Example: When it said to press right when xxx and left when yyy, it would still give me feedback as if only the italics/normal text was the rule. Maybe I missed some cues to switch approaches.

Maybe a trial run to hammer home the experiment procedure."
