"value","trial_type","trial_index","time_elapsed","internal_node_id","id","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","view_history","rt","stimulus","trial_info","success","response","inducer_run","diagnostic_run","inducer_trial","italic","correct_diag_response_side","correct_response_key","correct_response","correct_inducer_response_side","congruent","accuracy","open_feedback","interactive"
"","html-keyboard-response","72","240308","0.0-111.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","73","241361","0.0-112.0","xg8vmgtv","1440","900","","","","","","","","","","","1052","sdw","Diagnostic trial","","j","0","5","false","true","RIGHT","j","1","RIGHT","true","","",""
"","html-keyboard-response","74","242117","0.0-115.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","75","243089","0.0-116.0","xg8vmgtv","1440","900","","","","","","","","","","","971","sdw","Diagnostic trial","","f","0","6","false","false","LEFT","f","1","RIGHT","false","","",""
"","html-keyboard-response","76","243846","0.0-119.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","77","244497","0.0-120.0","xg8vmgtv","1440","900","","","","","","","","","","","649","dlg","Diagnostic trial","","f","0","7","false","false","LEFT","f","1","LEFT","true","","",""
"","html-keyboard-response","78","245252","0.0-123.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","79","246227","0.0-124.0","xg8vmgtv","1440","900","","","","","","","","","","","974","sdw","Inducer trial","","f","0","","true","","","","0","","","","",""
"","call-function","80","246228","0.0-126.0-0.0","xg8vmgtv","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","81","246530","0.0-126.0-1.0","xg8vmgtv","1440","900","","","","","","","","","","","null","Wrong","Feedback","","null","","","","","","","","","","","",""
"","call-function","82","246531","0.0-126.0-2.0","xg8vmgtv","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","83","248038","0.0-127.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - long","","null","","","","","","","","","","","",""
"","html-keyboard-response","84","250443","0.0-128.0","xg8vmgtv","1440","900","","","","","","","","","","","2404","If cer press LEFT | If rrd press RIGHT","Inducer instructions",""," ","1","","","","","","","","","","",""
"","html-keyboard-response","85","251197","0.0-129.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","86","251855","0.0-130.0","xg8vmgtv","1440","900","","","","","","","","","","","657","cer","Diagnostic trial","","f","1","0","false","false","LEFT","f","1","LEFT","true","","",""
"","html-keyboard-response","87","252613","0.0-133.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","88","253580","0.0-134.0","xg8vmgtv","1440","900","","","","","","","","","","","966","rrd","Diagnostic trial","","j","1","1","false","true","RIGHT","j","1","RIGHT","true","","",""
"","html-keyboard-response","89","254335","0.0-137.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","90","255436","0.0-138.0","xg8vmgtv","1440","900","","","","","","","","","","","1100","cer","Diagnostic trial","","j","1","2","false","true","RIGHT","j","1","LEFT","false","","",""
"","html-keyboard-response","91","256189","0.0-141.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","92","256770","0.0-142.0","xg8vmgtv","1440","900","","","","","","","","","","","580","cer","Diagnostic trial","","j","1","3","false","true","RIGHT","j","1","LEFT","false","","",""
"","html-keyboard-response","93","257527","0.0-145.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","94","259037","0.0-146.0","xg8vmgtv","1440","900","","","","","","","","","","","1509","rrd","Inducer trial","","j","1","","true","","","","1","","","","",""
"","html-keyboard-response","95","260539","0.0-149.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - long","","null","","","","","","","","","","","",""
"","html-keyboard-response","96","262102","0.0-150.0","xg8vmgtv","1440","900","","","","","","","","","","","1562","If feg press LEFT | If mvv press RIGHT","Inducer instructions",""," ","2","","","","","","","","","","",""
"","html-keyboard-response","97","262859","0.0-151.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","98","263866","0.0-152.0","xg8vmgtv","1440","900","","","","","","","","","","","1005","feg","Diagnostic trial","","j","2","0","false","true","RIGHT","j","1","LEFT","false","","",""
"","html-keyboard-response","99","264620","0.0-155.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","100","265338","0.0-156.0","xg8vmgtv","1440","900","","","","","","","","","","","717","feg","Diagnostic trial","","f","2","1","false","false","LEFT","f","1","LEFT","true","","",""
"","html-keyboard-response","101","266094","0.0-159.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","102","267071","0.0-160.0","xg8vmgtv","1440","900","","","","","","","","","","","976","mvv","Diagnostic trial","","f","2","2","false","false","LEFT","f","1","RIGHT","false","","",""
"","html-keyboard-response","103","267827","0.0-163.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","104","268477","0.0-164.0","xg8vmgtv","1440","900","","","","","","","","","","","648","mvv","Diagnostic trial","","f","2","3","false","false","LEFT","f","1","RIGHT","false","","",""
"","html-keyboard-response","105","269229","0.0-167.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","106","269883","0.0-168.0","xg8vmgtv","1440","900","","","","","","","","","","","653","mvv","Diagnostic trial","","j","2","4","false","true","RIGHT","j","1","RIGHT","true","","",""
"","html-keyboard-response","107","270638","0.0-171.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","108","271464","0.0-172.0","xg8vmgtv","1440","900","","","","","","","","","","","824","mvv","Diagnostic trial","","j","2","5","false","true","RIGHT","j","1","RIGHT","true","","",""
"","html-keyboard-response","109","272221","0.0-175.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","110","272686","0.0-176.0","xg8vmgtv","1440","900","","","","","","","","","","","464","mvv","Diagnostic trial","","j","2","6","false","true","RIGHT","j","1","RIGHT","true","","",""
"","html-keyboard-response","111","273443","0.0-179.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","112","274129","0.0-180.0","xg8vmgtv","1440","900","","","","","","","","","","","685","feg","Diagnostic trial","","f","2","7","false","false","LEFT","f","1","LEFT","true","","",""
"","html-keyboard-response","113","274883","0.0-183.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","114","275394","0.0-184.0","xg8vmgtv","1440","900","","","","","","","","","","","509","feg","Diagnostic trial","","f","2","8","false","false","LEFT","f","1","LEFT","true","","",""
"","html-keyboard-response","115","276149","0.0-187.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","116","277163","0.0-188.0","xg8vmgtv","1440","900","","","","","","","","","","","1013","feg","Inducer trial","","f","2","","true","","","","1","","","","",""
"","html-keyboard-response","117","278672","0.0-191.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - long","","null","","","","","","","","","","","",""
"","html-keyboard-response","118","279687","0.0-192.0","xg8vmgtv","1440","900","","","","","","","","","","","1013","If aor press LEFT | If xet press RIGHT","Inducer instructions",""," ","3","","","","","","","","","","",""
"","html-keyboard-response","119","280440","0.0-193.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","120","281283","0.0-194.0","xg8vmgtv","1440","900","","","","","","","","","","","842","xet","Diagnostic trial","","f","3","0","false","false","LEFT","f","1","RIGHT","false","","",""
"","html-keyboard-response","121","282038","0.0-197.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","122","282893","0.0-198.0","xg8vmgtv","1440","900","","","","","","","","","","","854","aor","Diagnostic trial","","f","3","1","false","false","LEFT","f","1","LEFT","true","","",""
"","html-keyboard-response","123","283650","0.0-201.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","124","284421","0.0-202.0","xg8vmgtv","1440","900","","","","","","","","","","","769","xet","Diagnostic trial","","j","3","2","false","true","RIGHT","j","1","RIGHT","true","","",""
"","html-keyboard-response","125","285178","0.0-205.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","126","286009","0.0-206.0","xg8vmgtv","1440","900","","","","","","","","","","","830","aor","Diagnostic trial","","f","3","3","false","false","LEFT","f","1","LEFT","true","","",""
"","html-keyboard-response","127","286762","0.0-209.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","128","287274","0.0-210.0","xg8vmgtv","1440","900","","","","","","","","","","","511","aor","Diagnostic trial","","f","3","4","false","false","LEFT","f","1","LEFT","true","","",""
"","html-keyboard-response","129","288031","0.0-213.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","130","288853","0.0-214.0","xg8vmgtv","1440","900","","","","","","","","","","","821","aor","Diagnostic trial","","j","3","5","false","true","RIGHT","j","1","LEFT","false","","",""
"","html-keyboard-response","131","289607","0.0-217.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","132","290515","0.0-218.0","xg8vmgtv","1440","900","","","","","","","","","","","907","aor","Diagnostic trial","","j","3","6","false","true","RIGHT","j","1","LEFT","false","","",""
"","html-keyboard-response","133","291267","0.0-221.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","134","292144","0.0-222.0","xg8vmgtv","1440","900","","","","","","","","","","","875","xet","Diagnostic trial","","f","3","7","false","false","LEFT","f","1","RIGHT","false","","",""
"","html-keyboard-response","135","292896","0.0-225.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
